customerID,Contract,InternetService,PaymentMethod,MonthlyCharges,tenure,TotalCharges,Churn,revenue_rank,charge_quartile,contract_avg_charge,vs_contract_avg,customer_tier
0345-HKJVM,Month-to-month,Fiber optic,Electronic check,89.3,6,577.6,1,1848,3,66.4,22.9,Premium
1415-YFWLT,Month-to-month,Fiber optic,Electronic check,89.3,1,89.3,1,1848,3,66.4,22.9,Premium
2869-ADAWR,Month-to-month,Fiber optic,Credit card (automatic),89.3,45,4016.85,1,1848,3,66.4,22.9,Premium
2194-IIQOF,Two year,DSL,Credit card (automatic),89.3,71,6388.65,0,1848,3,60.77,28.53,Premium
1894-IGFSG,Month-to-month,Fiber optic,Electronic check,89.25,22,1907.85,1,1854,3,66.4,22.85,Premium
7030-NJVDP,Month-to-month,Fiber optic,Electronic check,89.25,24,2210.2,0,1854,3,66.4,22.85,Premium
7577-SWIFR,Month-to-month,Fiber optic,Electronic check,89.25,1,89.25,0,1854,3,66.4,22.85,Premium
8035-PWSEV,Month-to-month,Fiber optic,Electronic check,89.25,6,487.05,0,1854,3,66.4,22.85,Premium
7109-CQYUZ,Two year,DSL,Mailed check,89.25,52,4652.4,0,1854,3,60.77,28.48,Premium
2865-TCHJW,Month-to-month,Fiber optic,Electronic check,89.2,4,346.2,1,1859,3,66.4,22.8,Premium
5857-TYBCJ,Month-to-month,Fiber optic,Electronic check,89.2,44,4040.2,0,1859,3,66.4,22.8,Premium
7251-XFOIL,Month-to-month,Fiber optic,Mailed check,89.2,61,5500.6,0,1859,3,66.4,22.8,Premium
2082-OJVTK,Month-to-month,Fiber optic,Electronic check,89.2,29,2698.35,1,1859,3,66.4,22.8,Premium
1818-ESQMW,Month-to-month,Fiber optic,Electronic check,89.2,27,2383.6,0,1859,3,66.4,22.8,Premium
1173-XZPYF,Month-to-month,Fiber optic,Electronic check,89.2,11,990.3,0,1859,3,66.4,22.8,Premium
9053-EJUNL,Month-to-month,Fiber optic,Electronic check,89.2,41,3645.75,0,1859,3,66.4,22.8,Premium
2758-RNWXS,One year,Fiber optic,Electronic check,89.2,35,3251.3,0,1859,3,65.05,24.15,Premium
4115-NZRKS,Month-to-month,Fiber optic,Electronic check,89.15,7,574.35,0,1867,3,66.4,22.75,Premium
5575-TPIZQ,Month-to-month,Fiber optic,Credit card (automatic),89.15,46,4245.55,0,1867,3,66.4,22.75,Premium
5419-KLXBN,Month-to-month,Fiber optic,Bank transfer (automatic),89.15,25,2257.75,1,1867,3,66.4,22.75,Premium
3801-HMYNL,Month-to-month,Fiber optic,Mailed check,89.15,1,89.15,1,1867,3,66.4,22.75,Premium
1792-UXAFY,Month-to-month,Fiber optic,Electronic check,89.15,17,1496.9,1,1867,3,66.4,22.75,Premium
5429-LWCMV,Month-to-month,Fiber optic,Electronic check,89.15,12,1057.55,0,1867,3,66.4,22.75,Premium
6005-OBZPH,Month-to-month,Fiber optic,Electronic check,89.15,26,2277.65,1,1867,3,66.4,22.75,Premium
4853-OITSN,Month-to-month,Fiber optic,Electronic check,89.15,5,413.25,0,1867,3,66.4,22.75,Premium
9391-DXGGG,One year,Fiber optic,Credit card (automatic),89.15,44,3990.75,0,1867,3,65.05,24.1,Premium
1452-KIOVK,Month-to-month,Fiber optic,Credit card (automatic),89.1,22,1949.4,0,1876,3,66.4,22.7,Premium
1455-ESIQH,Month-to-month,Fiber optic,Electronic check,89.1,1,89.1,1,1876,3,66.4,22.7,Premium
5828-DWPIL,Month-to-month,Fiber optic,Electronic check,89.1,62,5618.3,0,1876,3,66.4,22.7,Premium
3427-GGZZI,Month-to-month,Fiber optic,Electronic check,89.1,19,1620.8,0,1876,3,66.4,22.7,Premium
5626-MGTUK,Month-to-month,Fiber optic,Bank transfer (automatic),89.1,20,1879.25,0,1876,3,66.4,22.7,Premium
2685-SREOM,Month-to-month,Fiber optic,Electronic check,89.1,25,2368.4,1,1876,3,66.4,22.7,Premium
1024-KPRBB,One year,Fiber optic,Mailed check,89.1,38,3342.0,0,1876,3,65.05,24.05,Premium
3219-JQRSL,Two year,DSL,Credit card (automatic),89.1,72,6352.4,0,1876,3,60.77,28.33,Premium
1832-PEUTS,Two year,Fiber optic,Credit card (automatic),89.1,62,5411.65,0,1876,3,60.77,28.33,Premium
7277-OZCGZ,Month-to-month,Fiber optic,Electronic check,89.05,22,1886.25,0,1885,3,66.4,22.65,Premium
4154-AQUGT,Month-to-month,Fiber optic,Bank transfer (automatic),89.05,13,1169.35,1,1885,3,66.4,22.65,Premium
1965-DDBWU,Month-to-month,Fiber optic,Credit card (automatic),89.05,16,1448.6,1,1885,3,66.4,22.65,Premium
6946-LMSQS,One year,Fiber optic,Electronic check,89.05,25,2177.45,1,1885,3,65.05,24.0,Premium
5997-OPVFA,Two year,DSL,Bank transfer (automatic),89.05,72,6254.45,0,1885,3,60.77,28.28,Premium
6369-MCAKO,Two year,DSL,Bank transfer (automatic),89.05,68,6185.8,0,1885,3,60.77,28.28,Premium
7508-SMHXL,Month-to-month,Fiber optic,Credit card (automatic),89.0,15,1288.3,0,1891,3,66.4,22.6,Premium
0611-DFXKO,Month-to-month,Fiber optic,Mailed check,89.0,20,1820.45,1,1891,3,66.4,22.6,Premium
0187-QSXOE,Month-to-month,Fiber optic,Electronic check,89.0,7,605.45,0,1891,3,66.4,22.6,Premium
3224-DFQNQ,One year,Fiber optic,Electronic check,89.0,66,5898.6,0,1891,3,65.05,23.95,Premium
9415-ZNBSX,Two year,DSL,Bank transfer (automatic),89.0,70,6293.2,0,1891,3,60.77,28.23,Premium
0581-MDMPW,Month-to-month,Fiber optic,Credit card (automatic),88.95,24,2072.75,0,1896,3,66.4,22.55,Premium
4951-UKAAQ,Month-to-month,Fiber optic,Electronic check,88.95,4,355.2,1,1896,3,66.4,22.55,Premium
6595-YGXIT,Month-to-month,Fiber optic,Electronic check,88.95,25,2291.2,1,1896,3,66.4,22.55,Premium
4622-YNKIJ,Two year,Fiber optic,Electronic check,88.95,33,3027.65,0,1896,3,60.77,28.18,Premium
9553-DLCLU,Two year,DSL,Credit card (automatic),88.95,13,1161.75,0,1896,3,60.77,28.18,Premium
5842-POCOP,Month-to-month,Fiber optic,Mailed check,88.9,5,454.15,1,1901,3,66.4,22.5,Premium
4355-CVPVS,One year,Fiber optic,Bank transfer (automatic),88.9,56,4968.0,0,1901,3,65.05,23.85,Premium
4274-DRSQT,One year,Fiber optic,Bank transfer (automatic),88.9,66,6000.1,0,1901,3,65.05,23.85,Premium
4521-YEEHE,Month-to-month,Fiber optic,Electronic check,88.85,18,1594.75,0,1904,3,66.4,22.45,Premium
4636-JGAAI,Month-to-month,Fiber optic,Mailed check,88.85,34,3000.25,0,1904,3,66.4,22.45,Premium
2657-VPXTA,Month-to-month,Fiber optic,Electronic check,88.85,10,929.45,0,1904,3,66.4,22.45,Premium
1273-MTETI,Month-to-month,Fiber optic,Electronic check,88.85,4,372.45,1,1904,3,66.4,22.45,Premium
8100-PNJMH,Two year,DSL,Credit card (automatic),88.85,68,6132.7,0,1904,3,60.77,28.08,Premium
2672-TGEFF,Month-to-month,Fiber optic,Electronic check,88.8,37,3340.55,0,1909,3,66.4,22.4,Premium
3068-OMWZA,Month-to-month,Fiber optic,Electronic check,88.8,1,88.8,1,1909,3,66.4,22.4,Premium
0311-UNPFF,Month-to-month,Fiber optic,Bank transfer (automatic),88.8,26,2274.35,1,1909,3,66.4,22.4,Premium
1169-WCVAK,Month-to-month,Fiber optic,Credit card (automatic),88.8,19,1672.35,0,1909,3,66.4,22.4,Premium
6352-GIGGQ,One year,DSL,Bank transfer (automatic),88.8,67,5903.15,0,1909,3,65.05,23.75,Premium
9220-ZNKJI,Two year,Fiber optic,Credit card (automatic),88.8,55,4805.3,0,1909,3,60.77,28.03,Premium
9054-FOWNV,Month-to-month,Fiber optic,Electronic check,88.75,22,1885.15,0,1915,3,66.4,22.35,Premium
1658-XUHBX,Month-to-month,Fiber optic,Credit card (automatic),88.75,59,5348.65,0,1915,3,66.4,22.35,Premium
5366-IJEQJ,Month-to-month,Fiber optic,Electronic check,88.7,20,1761.45,1,1917,3,66.4,22.3,Premium
6701-YVNQG,Two year,DSL,Credit card (automatic),88.7,72,6301.7,0,1917,3,60.77,27.93,Premium
2925-VDZHY,Two year,DSL,Credit card (automatic),88.7,72,6501.35,0,1917,3,60.77,27.93,Premium
9777-WJJPR,Month-to-month,Fiber optic,Credit card (automatic),88.65,31,2683.2,0,1920,3,66.4,22.25,Premium
3654-ARMGP,Two year,DSL,Credit card (automatic),88.65,61,5321.25,0,1920,3,60.77,27.88,Premium
5846-QFDFI,Month-to-month,Fiber optic,Credit card (automatic),88.6,33,2888.7,0,1922,3,66.4,22.2,Premium
3649-JPUGY,Two year,DSL,Bank transfer (automatic),88.6,72,6201.95,0,1922,3,60.77,27.83,Premium
4695-WJZUE,Month-to-month,Fiber optic,Electronic check,88.55,2,179.25,1,1924,3,66.4,22.15,Premium
7873-CVMAW,Two year,DSL,Credit card (automatic),88.55,72,6362.35,0,1924,3,60.77,27.78,Premium
6963-EZQEE,Two year,DSL,Credit card (automatic),88.55,70,6306.5,0,1924,3,60.77,27.78,Premium
9626-VFRGG,Month-to-month,Fiber optic,Bank transfer (automatic),88.5,41,3645.05,0,1927,3,66.4,22.1,Premium
2811-POVEX,Month-to-month,Fiber optic,Bank transfer (automatic),88.45,23,2130.55,0,1928,3,66.4,22.05,Premium
6087-MVHJH,Month-to-month,Fiber optic,Electronic check,88.45,16,1422.1,1,1928,3,66.4,22.05,Premium
7228-OMTPN,Month-to-month,Fiber optic,Electronic check,88.45,4,370.65,1,1928,3,66.4,22.05,Premium
4526-ZJJTM,Month-to-month,Fiber optic,Bank transfer (automatic),88.4,25,2191.15,0,1931,3,66.4,22.0,Premium
4633-MKHYU,Month-to-month,Fiber optic,Mailed check,88.4,9,788.6,0,1931,3,66.4,22.0,Premium
6345-ULYRW,One year,Fiber optic,Mailed check,88.4,44,3912.9,1,1931,3,65.05,23.35,Premium
7964-ZRKKG,One year,Fiber optic,Bank transfer (automatic),88.4,67,5798.3,0,1931,3,65.05,23.35,Premium
9415-DPEWS,Month-to-month,Fiber optic,Electronic check,88.35,18,1639.3,1,1935,3,66.4,21.95,Premium
3722-WPXTK,Month-to-month,Fiber optic,Electronic check,88.35,1,88.35,1,1935,3,66.4,21.95,Premium
0772-GYEQQ,Month-to-month,Fiber optic,Mailed check,88.35,3,262.05,1,1935,3,66.4,21.95,Premium
3143-JQEGI,Month-to-month,Fiber optic,Electronic check,88.35,13,1222.8,1,1935,3,66.4,21.95,Premium
4184-TJFAN,Month-to-month,Fiber optic,Mailed check,88.3,3,273.75,1,1939,3,66.4,21.9,Premium
0504-HHAPI,Month-to-month,Fiber optic,Credit card (automatic),88.3,27,2467.75,1,1939,3,66.4,21.9,Premium
0378-NHQXU,Month-to-month,Fiber optic,Electronic check,88.25,17,1460.65,1,1941,3,66.4,21.85,Premium
9681-KYGYB,Month-to-month,Fiber optic,Electronic check,88.2,49,4159.45,0,1942,3,66.4,21.8,Premium
3254-YRILK,Month-to-month,Fiber optic,Electronic check,88.2,19,1775.8,1,1942,3,66.4,21.8,Premium
3753-TSEMP,Month-to-month,Fiber optic,Electronic check,88.15,15,1390.6,1,1944,3,66.4,21.75,Premium
9688-YGXVR,Month-to-month,Fiber optic,Credit card (automatic),88.15,44,3973.2,0,1944,3,66.4,21.75,Premium
2088-IEBAU,Two year,DSL,Electronic check,88.15,68,6148.45,0,1944,3,60.77,27.38,Premium
0123-CRBRT,Two year,DSL,Mailed check,88.1,61,5526.75,0,1947,3,60.77,27.33,Premium
4123-DVHPH,Month-to-month,Fiber optic,Electronic check,88.05,9,801.3,0,1948,3,66.4,21.65,Premium
6583-QGCSI,Month-to-month,Fiber optic,Electronic check,88.05,50,4367.35,1,1948,3,66.4,21.65,Premium
3146-MSEGF,Two year,DSL,Credit card (automatic),88.05,72,6425.65,0,1948,3,60.77,27.28,Premium
5879-HMFFH,Two year,DSL,Bank transfer (automatic),88.05,72,6520.8,0,1948,3,60.77,27.28,Premium
4178-EGMON,Two year,Fiber optic,Credit card (automatic),88.0,70,5986.45,0,1952,3,60.77,27.23,Premium
8690-ZVLCL,Two year,DSL,Credit card (automatic),88.0,68,6161.9,0,1952,3,60.77,27.23,Premium
9741-YLNTD,Month-to-month,Fiber optic,Bank transfer (automatic),87.95,6,522.35,0,1954,3,66.4,21.55,Premium
6461-SZMCV,Two year,DSL,Bank transfer (automatic),87.95,71,6365.35,0,1954,3,60.77,27.18,Premium
4660-IRIBM,Month-to-month,Fiber optic,Mailed check,87.9,18,1500.5,0,1956,3,66.4,21.5,Premium
5294-DMSFH,Month-to-month,Fiber optic,Credit card (automatic),87.8,29,2621.75,0,1957,3,66.4,21.4,Premium
9529-OFXHY,Month-to-month,Fiber optic,Bank transfer (automatic),87.75,15,1242.2,0,1958,3,66.4,21.35,Premium
7661-CPURM,One year,Fiber optic,Credit card (automatic),87.7,19,1725.95,0,1959,3,65.05,22.65,Premium
7241-AJHFS,Month-to-month,Fiber optic,Bank transfer (automatic),87.65,32,2766.4,0,1960,3,66.4,21.25,Premium
4673-KKSLS,Month-to-month,Fiber optic,Electronic check,87.6,31,2724.25,0,1961,3,66.4,21.2,Premium
5240-CAOYT,Month-to-month,Fiber optic,Bank transfer (automatic),87.55,57,4884.85,0,1962,3,66.4,21.15,Premium
6711-VTNRE,Month-to-month,Fiber optic,Electronic check,87.55,36,3078.1,1,1962,3,66.4,21.15,Premium
1142-IHLOO,One year,Fiber optic,Credit card (automatic),87.55,51,4475.9,0,1962,3,65.05,22.5,Premium
4077-HWUYD,Two year,DSL,Bank transfer (automatic),87.55,72,6463.15,0,1962,3,60.77,26.78,Premium
5498-TXHLF,Month-to-month,Fiber optic,Electronic check,87.45,34,2874.15,1,1966,3,66.4,21.05,Premium
3092-IGHWF,One year,Fiber optic,Electronic check,87.4,67,5918.8,1,1967,3,65.05,22.35,Premium
5973-EJGDP,Month-to-month,Fiber optic,Electronic check,87.35,51,4473.0,0,1968,3,66.4,20.95,Premium
1580-BMCMR,Month-to-month,Fiber optic,Electronic check,87.3,19,1637.3,0,1969,3,66.4,20.9,Premium
8707-RMEZH,One year,Fiber optic,Credit card (automatic),87.3,69,6055.55,0,1969,3,65.05,22.25,Premium
6439-GTPCA,Month-to-month,Fiber optic,Electronic check,87.25,45,3941.7,1,1971,3,66.4,20.85,Premium
2845-HSJCY,Month-to-month,Fiber optic,Electronic check,87.25,14,1258.6,1,1971,3,66.4,20.85,Premium
6365-HITVU,Two year,DSL,Credit card (automatic),87.25,71,6328.7,0,1971,3,60.77,26.48,Premium
0178-SZBHO,Month-to-month,Fiber optic,Electronic check,87.2,47,4017.45,0,1974,3,66.4,20.8,Premium
5204-HMGYF,One year,DSL,Mailed check,87.2,49,4345.0,0,1974,3,65.05,22.15,Premium
5318-IXUZF,Month-to-month,Fiber optic,Bank transfer (automatic),87.15,2,183.75,1,1976,3,66.4,20.75,Premium
6156-UZDLF,One year,Fiber optic,Credit card (automatic),87.15,26,2274.1,0,1976,3,65.05,22.1,Premium
9430-FRQOC,Month-to-month,Fiber optic,Mailed check,87.1,4,341.45,1,1978,3,66.4,20.7,Premium
4884-ZTHVF,Month-to-month,Fiber optic,Electronic check,87.1,8,713.6,0,1978,3,66.4,20.7,Premium
5980-BDHPY,Two year,DSL,Bank transfer (automatic),87.1,72,6230.1,0,1978,3,60.77,26.33,Premium
7609-YBPXG,Two year,DSL,Bank transfer (automatic),87.1,54,4735.2,0,1978,3,60.77,26.33,Premium
6979-ZNSFF,Month-to-month,Fiber optic,Electronic check,87.05,8,762.1,1,1982,3,66.4,20.65,Premium
0428-IKYCP,Month-to-month,Fiber optic,Bank transfer (automatic),87.0,22,1850.65,0,1983,3,66.4,20.6,Premium
0840-DCNZE,One year,DSL,Bank transfer (automatic),86.95,47,4138.9,0,1984,3,65.05,21.9,Premium
4685-ERGHK,One year,Fiber optic,Electronic check,86.9,57,4939.25,0,1985,3,65.05,21.85,Premium
2885-HIJDH,Two year,DSL,Bank transfer (automatic),86.9,69,6194.1,0,1985,3,60.77,26.13,Premium
4140-MUHUG,Month-to-month,Fiber optic,Electronic check,86.85,3,220.95,1,1987,3,66.4,20.45,Premium
0168-XZKBB,Month-to-month,Fiber optic,Electronic check,86.85,19,1564.4,0,1987,3,66.4,20.45,Premium
3097-NQYSN,Month-to-month,Fiber optic,Mailed check,86.85,2,156.35,1,1987,3,66.4,20.45,Premium
0363-SVHYR,Two year,DSL,Bank transfer (automatic),86.85,71,6263.8,0,1987,3,60.77,26.08,Premium
2504-DSHIH,Month-to-month,Fiber optic,Electronic check,86.8,23,1975.85,0,1991,3,66.4,20.4,Premium
0744-GKNGE,Month-to-month,Fiber optic,Bank transfer (automatic),86.8,64,5327.25,0,1991,3,66.4,20.4,Premium
9451-LPGOO,Month-to-month,Fiber optic,Electronic check,86.8,7,620.35,1,1991,3,66.4,20.4,Premium
2294-SALNE,One year,Fiber optic,Mailed check,86.8,23,1940.8,0,1991,3,65.05,21.75,Premium
5686-CMAWK,One year,Fiber optic,Electronic check,86.75,17,1410.25,0,1995,3,65.05,21.7,Premium
1498-NHTLT,Two year,DSL,Electronic check,86.75,59,5186.0,0,1995,3,60.77,25.98,Premium
7472-EQOAV,One year,Fiber optic,Bank transfer (automatic),86.7,71,6179.35,0,1997,3,65.05,21.65,Premium
4006-HKYHO,Two year,DSL,Bank transfer (automatic),86.7,63,5309.5,0,1997,3,60.77,25.93,Premium
7779-LGOVN,Month-to-month,Fiber optic,Electronic check,86.65,10,856.65,1,1999,3,66.4,20.25,Premium
8404-FYDIB,Month-to-month,Fiber optic,Credit card (automatic),86.65,26,2208.75,0,1999,3,66.4,20.25,Premium
4723-BEGSG,Two year,DSL,Credit card (automatic),86.65,72,6094.25,0,1999,3,60.77,25.88,Premium
0744-BIKKF,Two year,DSL,Bank transfer (automatic),86.65,72,6224.8,0,1999,3,60.77,25.88,Premium
8603-IJWDN,Month-to-month,Fiber optic,Electronic check,86.6,1,86.6,1,2003,3,66.4,20.2,Premium
3372-KWFBM,Month-to-month,Fiber optic,Electronic check,86.6,16,1281.0,1,2003,3,66.4,20.2,Premium
7301-ABVAD,Two year,DSL,Bank transfer (automatic),86.6,72,6350.5,0,2003,3,60.77,25.83,Premium
4911-BANWH,Month-to-month,Fiber optic,Credit card (automatic),86.55,31,2697.4,1,2006,3,66.4,20.15,Premium
7858-GTZSP,Month-to-month,Fiber optic,Electronic check,86.55,12,1066.9,0,2006,3,66.4,20.15,Premium
7658-UYUQS,Month-to-month,Fiber optic,Bank transfer (automatic),86.55,21,1857.25,0,2006,3,66.4,20.15,Premium
5229-PRWKT,Month-to-month,Fiber optic,Electronic check,86.55,8,649.65,1,2006,3,66.4,20.15,Premium
8060-HIWJJ,Two year,DSL,Credit card (automatic),86.55,64,5632.55,0,2006,3,60.77,25.78,Premium
2057-ZBLPD,Month-to-month,Fiber optic,Electronic check,86.5,21,1808.7,1,2011,3,66.4,20.1,Premium
1925-TIBLE,Month-to-month,Fiber optic,Electronic check,86.5,7,582.5,1,2011,3,66.4,20.1,Premium
3638-VBZTA,Two year,DSL,Bank transfer (automatic),86.5,68,5882.75,0,2011,3,60.77,25.73,Premium
6352-TWCAU,Month-to-month,Fiber optic,Electronic check,86.45,35,3029.1,1,2014,3,66.4,20.05,Premium
8861-HGGKB,Month-to-month,Fiber optic,Electronic check,86.45,10,830.85,1,2014,3,66.4,20.05,Premium
0141-YEAYS,Month-to-month,Fiber optic,Bank transfer (automatic),86.45,27,2401.05,0,2014,3,66.4,20.05,Premium
8812-ZRHFP,One year,Fiber optic,Electronic check,86.45,30,2538.05,0,2014,3,65.05,21.4,Premium
1334-PDUKM,One year,Fiber optic,Credit card (automatic),86.45,68,5762.95,0,2014,3,65.05,21.4,Premium
5129-HHMZC,Two year,DSL,Credit card (automatic),86.45,43,3574.5,0,2014,3,60.77,25.68,Premium
3166-PNEOF,Two year,DSL,Credit card (automatic),86.45,61,5175.3,0,2014,3,60.77,25.68,Premium
6695-AMZUF,Two year,DSL,Credit card (automatic),86.45,70,5950.2,0,2014,3,60.77,25.68,Premium
0880-FVFWF,Month-to-month,Fiber optic,Electronic check,86.4,56,4922.4,0,2022,3,66.4,20.0,Premium
6339-TBELP,Two year,Fiber optic,Credit card (automatic),86.4,71,6172.0,0,2022,3,60.77,25.63,Premium
8218-FFJDS,Two year,DSL,Bank transfer (automatic),86.4,72,6058.95,0,2022,3,60.77,25.63,Premium
7508-DQAKK,Two year,DSL,Credit card (automatic),86.4,64,5442.05,0,2022,3,60.77,25.63,Premium
9134-WYRVP,One year,Fiber optic,Mailed check,86.35,51,4267.15,0,2026,3,65.05,21.3,Premium
6986-IJDHX,Month-to-month,Fiber optic,Mailed check,86.3,39,3266.0,1,2027,3,66.4,19.9,Premium
8337-MSSXB,Month-to-month,Fiber optic,Electronic check,86.3,14,1180.95,1,2027,3,66.4,19.9,Premium
5989-PGKJB,Month-to-month,Fiber optic,Electronic check,86.25,16,1340.1,0,2029,3,66.4,19.85,Premium
4285-GYRQC,Month-to-month,Fiber optic,Electronic check,86.25,7,587.1,1,2029,3,66.4,19.85,Premium
0133-BMFZO,Month-to-month,Fiber optic,Electronic check,86.25,2,181.65,1,2029,3,66.4,19.85,Premium
3914-FDRHP,Month-to-month,Fiber optic,Electronic check,86.25,9,770.5,0,2029,3,66.4,19.85,Premium
6275-YDUVO,Month-to-month,Fiber optic,Mailed check,86.2,2,178.7,1,2033,3,66.4,19.8,Premium
3540-RZJYU,Month-to-month,Fiber optic,Electronic check,86.2,15,1270.2,1,2033,3,66.4,19.8,Premium
3797-FKOGQ,Month-to-month,Fiber optic,Electronic check,86.2,11,893.2,0,2033,3,66.4,19.8,Premium
0292-WEGCH,Month-to-month,DSL,Electronic check,86.2,54,4524.05,0,2033,3,66.4,19.8,Premium
5651-CRHKQ,One year,Fiber optic,Bank transfer (automatic),86.2,41,3339.05,0,2033,3,65.05,21.15,Premium
3023-GFLBR,Month-to-month,Fiber optic,Credit card (automatic),86.15,33,2745.7,1,2038,3,66.4,19.75,Premium
2990-OGYTD,Two year,DSL,Bank transfer (automatic),86.15,67,5883.85,0,2038,3,60.77,25.38,Premium
5651-YLPRD,Month-to-month,Fiber optic,Electronic check,86.1,32,2723.75,0,2040,3,66.4,19.7,Premium
7460-ITWWP,Month-to-month,Fiber optic,Electronic check,86.1,45,3861.45,0,2040,3,66.4,19.7,Premium
7508-MYBOG,Month-to-month,Fiber optic,Electronic check,86.1,14,1235.55,1,2040,3,66.4,19.7,Premium
2716-GFZOR,Month-to-month,Fiber optic,Credit card (automatic),86.1,43,3551.65,0,2040,3,66.4,19.7,Premium
9073-ZZIAY,Two year,DSL,Electronic check,86.1,62,5215.25,0,2040,3,60.77,25.33,Premium
3259-QMXUN,Two year,DSL,Electronic check,86.1,58,4890.5,0,2040,3,60.77,25.33,Premium
9435-JMLSX,Two year,DSL,Bank transfer (automatic),86.1,71,6045.9,0,2040,3,60.77,25.33,Premium
1342-JPNKI,Month-to-month,Fiber optic,Bank transfer (automatic),86.05,10,834.1,1,2047,3,66.4,19.65,Premium
3452-ABWRL,Month-to-month,Fiber optic,Credit card (automatic),86.05,47,3865.6,0,2047,3,66.4,19.65,Premium
2038-OEQZH,Month-to-month,Fiber optic,Electronic check,86.05,4,308.1,0,2047,3,66.4,19.65,Premium
1212-GLHMD,Month-to-month,Fiber optic,Mailed check,86.05,3,244.85,0,2047,3,66.4,19.65,Premium
4826-XTSOH,Month-to-month,Fiber optic,Electronic check,86.05,1,86.05,1,2047,3,66.4,19.65,Premium
0682-USIXD,Month-to-month,Fiber optic,Electronic check,86.05,21,1818.9,0,2047,3,66.4,19.65,Premium
8374-UULRV,Two year,DSL,Credit card (automatic),86.05,72,6309.65,0,2047,3,60.77,25.28,Premium
5433-KYGHE,Month-to-month,Fiber optic,Mailed check,86.0,14,1164.05,0,2054,3,66.4,19.6,Premium
9866-QEVEE,Month-to-month,Fiber optic,Bank transfer (automatic),86.0,19,1532.45,1,2054,3,66.4,19.6,Premium
6474-FVJLC,Month-to-month,Fiber optic,Electronic check,86.0,2,165.45,1,2054,3,66.4,19.6,Premium
4844-JJWUY,Month-to-month,Fiber optic,Electronic check,86.0,1,86.0,1,2054,3,66.4,19.6,Premium
2876-GZYZC,Month-to-month,Fiber optic,Electronic check,85.95,13,1215.65,0,2058,3,66.4,19.55,Premium
8734-DKSTZ,Month-to-month,Fiber optic,Electronic check,85.95,10,858.6,0,2058,3,66.4,19.55,Premium
4952-YSOGZ,Month-to-month,Fiber optic,Electronic check,85.95,4,381.3,1,2058,3,66.4,19.55,Premium
2960-NKRSO,Month-to-month,Fiber optic,Electronic check,85.95,24,2107.15,0,2058,3,66.4,19.55,Premium
5307-DZCVC,Month-to-month,Fiber optic,Credit card (automatic),85.95,32,2628.6,1,2058,3,66.4,19.55,Premium
8132-YPVBX,Month-to-month,Fiber optic,Mailed check,85.95,6,514.6,0,2058,3,66.4,19.55,Premium
3594-UVONA,One year,DSL,Credit card (automatic),85.95,35,3110.1,1,2058,3,65.05,20.9,Premium
6732-VAILE,Two year,DSL,Credit card (automatic),85.95,70,5931.75,0,2058,3,60.77,25.18,Premium
9339-FIIJL,Two year,DSL,Bank transfer (automatic),85.95,72,6151.9,0,2058,3,60.77,25.18,Premium
2189-WWOEW,Month-to-month,Fiber optic,Bank transfer (automatic),85.9,15,1269.55,1,2067,3,66.4,19.5,Premium
5522-NYKPB,Month-to-month,Fiber optic,Electronic check,85.9,25,2199.05,0,2067,3,66.4,19.5,Premium
5201-USSQZ,Month-to-month,Fiber optic,Credit card (automatic),85.9,26,2196.45,0,2067,3,66.4,19.5,Premium
7621-VPNET,Month-to-month,Fiber optic,Credit card (automatic),85.9,42,3729.75,0,2067,3,66.4,19.5,Premium
6726-WEXXK,One year,Fiber optic,Electronic check,85.9,27,2220.1,0,2067,3,65.05,20.85,Premium
2226-ICFDO,Two year,DSL,Credit card (automatic),85.9,72,6110.75,0,2067,3,60.77,25.13,Premium
5485-ITNPC,Two year,DSL,Bank transfer (automatic),85.9,66,5595.3,0,2067,3,60.77,25.13,Premium
0220-EBGCE,Month-to-month,Fiber optic,Electronic check,85.85,2,167.3,1,2074,3,66.4,19.45,Premium
7951-VRDVK,One year,DSL,Bank transfer (automatic),85.85,36,3003.55,0,2074,3,65.05,20.8,Premium
9711-FJTBX,One year,Fiber optic,Mailed check,85.85,56,4793.8,0,2074,3,65.05,20.8,Premium
9885-AIBVB,Month-to-month,Fiber optic,Electronic check,85.8,29,2440.25,0,2077,3,66.4,19.4,Premium
3049-NDXFL,Month-to-month,Fiber optic,Mailed check,85.8,1,85.8,1,2077,3,66.4,19.4,Premium
0689-DSXGL,Month-to-month,Fiber optic,Bank transfer (automatic),85.8,52,4433.3,0,2077,3,66.4,19.4,Premium
2860-RANUS,Month-to-month,Fiber optic,Credit card (automatic),85.8,20,1727.5,1,2077,3,66.4,19.4,Premium
0378-TOVMS,Month-to-month,Fiber optic,Electronic check,85.8,3,272.2,1,2077,3,66.4,19.4,Premium
0118-JPNOY,Month-to-month,Fiber optic,Credit card (automatic),85.8,26,2193.65,0,2077,3,66.4,19.4,Premium
5226-NOZFC,Month-to-month,Fiber optic,Electronic check,85.75,26,2146.5,0,2083,3,66.4,19.35,Premium
3982-DQLUS,Month-to-month,Fiber optic,Electronic check,85.75,65,5688.45,0,2083,3,66.4,19.35,Premium
4439-JMPMT,Month-to-month,Fiber optic,Electronic check,85.75,5,470.95,1,2083,3,66.4,19.35,Premium
6885-PKOAM,Two year,DSL,Credit card (automatic),85.75,71,6223.8,0,2083,3,60.77,24.98,Premium
