customerID,Contract,MonthlyCharges,tenure,risk_score,risk_label,lifetime_value,Churn
3071-MVJCD,Two year,82.3,72,0,Low,5925.6,false
1697-BCSHV,Month-to-month,66.8,58,3,Medium,3874.4,false
0562-KBDVM,Two year,44.6,70,0,Low,3122.0,false
1131-SUEKT,One year,98.45,61,1,Low,6005.45,false
3717-OEAUQ,Month-to-month,70.7,2,8,Critical,141.4,false
4538-WNTMJ,One year,24.95,46,4,Medium,1147.7,false
3334-CTHOL,Month-to-month,49.95,1,6,High,49.95,true
4704-ERYFC,Month-to-month,69.25,22,8,Critical,1523.5,true
9432-RUVSL,Two year,102.5,48,1,Low,4920.0,false
8060-HIWJJ,Two year,86.55,64,0,Low,5539.2,false
7684-XSZIY,Two year,24.3,72,0,Low,1749.6,false
9089-UOWJG,Month-to-month,58.35,12,6,High,700.2,false
8621-MNIHH,Month-to-month,94.25,34,7,Critical,3204.5,true
8039-ACLPL,Two year,68.75,72,0,Low,4950.0,false
9885-AIBVB,Month-to-month,85.8,29,7,Critical,2488.2,false
1934-MKPXS,One year,20.1,33,2,Low,663.3,false
2592-YKDIF,Month-to-month,20.35,1,8,Critical,20.35,false
2272-JKMSI,One year,110.8,62,4,Medium,6869.6,false
0471-LVHGK,One year,73.0,41,5,High,2993.0,true
9518-RWHZL,One year,100.05,64,1,Low,6403.2,true
8714-CTZJW,Month-to-month,82.85,4,6,High,331.4,false
3569-EDBPQ,Month-to-month,84.35,24,8,Critical,2024.4,false
3131-NWVFJ,One year,19.55,14,5,High,273.7,false
7521-YXVZY,Month-to-month,19.95,3,8,Critical,59.85,false
5419-CONWX,Month-to-month,99.8,4,6,High,399.2,true
6240-EURKS,Month-to-month,35.0,18,8,Critical,630.0,true
2373-NTKOD,Month-to-month,66.25,8,9,Critical,530.0,false
1970-KKFWL,Two year,23.3,35,1,Low,815.5,false
6960-HVYXR,Month-to-month,76.0,1,9,Critical,76.0,true
9337-SRRNI,Two year,25.3,66,0,Low,1669.8,false
0895-UADGO,Two year,44.55,8,5,High,356.4,false
5678-VFNEQ,One year,104.1,71,1,Low,7391.1,false
5977-CKHON,Month-to-month,92.55,43,4,Medium,3979.65,false
7024-OHCCK,Month-to-month,93.85,2,9,Critical,187.7,true
2692-BUCFV,Month-to-month,101.45,29,4,Medium,2942.05,false
7861-UVUFT,Month-to-month,84.3,15,8,Critical,1264.5,true
1830-GGFNM,Two year,94.55,65,0,Low,6145.75,false
5302-BDJNT,Month-to-month,95.5,35,7,Critical,3342.5,false
5223-UZAVK,One year,100.3,64,1,Low,6419.2,false
4859-ZSRDZ,Two year,55.5,58,0,Low,3219.0,false
5651-WYIPH,Month-to-month,49.85,18,5,High,897.3,false
9350-VLHMB,Month-to-month,89.55,67,3,Medium,5999.85,false
3498-LZGQZ,Two year,19.15,63,2,Low,1206.45,false
8785-CJSHH,Month-to-month,99.8,60,6,High,5988.0,false
5357-TZHPP,Month-to-month,84.4,9,6,High,759.6,true
3870-SPZSI,Two year,113.05,70,0,Low,7913.5,false
0680-DFNNY,Month-to-month,101.1,15,8,Critical,1516.5,true
7560-QRBXH,One year,19.95,48,4,Medium,957.6,false
7077-XJMET,Month-to-month,74.15,12,9,Critical,889.8,false
8752-GHJFU,One year,92.0,71,4,Medium,6532.0,false
6896-SRVYQ,Month-to-month,73.85,44,7,Critical,3249.4,false
7767-UXAGJ,Month-to-month,50.45,1,9,Critical,50.45,true
4652-ODEVH,Two year,24.45,45,3,Medium,1100.25,false
6510-UPNKS,One year,24.8,23,3,Medium,570.4,false
6718-BDGHG,One year,64.85,43,2,Low,2788.55,false
9046-DQMTP,Month-to-month,20.75,35,4,Medium,726.25,false
6439-LAJXL,Month-to-month,68.95,9,8,Critical,620.55,false
1571-SAVHK,Month-to-month,99.95,12,8,Critical,1199.4,true
9052-VKDUW,Month-to-month,109.4,65,3,Medium,7111.0,false
9546-CQJSU,Month-to-month,91.4,2,9,Critical,182.8,true
1666-JZPZT,Month-to-month,49.0,27,6,High,1323.0,false
5777-KJIRB,One year,50.25,40,4,Medium,2010.0,false
0506-LVNGN,Month-to-month,75.55,5,6,High,377.75,true
7677-SJJJK,One year,19.9,8,4,Medium,159.2,false
2480-EJWYP,One year,97.8,58,1,Low,5672.4,false
3253-HKOKL,One year,100.3,52,4,Medium,5215.6,false
7055-HNEOJ,Month-to-month,55.8,3,8,Critical,167.4,false
5514-YQENT,Two year,111.15,41,4,Medium,4557.15,false
3211-AAPKX,Month-to-month,98.55,20,7,Critical,1971.0,false
8445-DNBAE,Month-to-month,50.05,1,9,Critical,50.05,false
2951-QOQTK,Month-to-month,80.8,4,6,High,323.2,true
2958-NHPPS,Month-to-month,20.85,23,8,Critical,479.55,false
6806-YDEUL,Month-to-month,19.5,6,6,High,117.0,false
1735-XMJVH,Month-to-month,19.35,8,8,Critical,154.8,false
6890-PFRQX,Month-to-month,69.5,18,7,Critical,1251.0,false
0222-CNVPT,Month-to-month,48.8,52,3,Medium,2537.6,false
5899-OUVKV,Month-to-month,94.5,31,7,Critical,2929.5,false
8681-ICONS,Month-to-month,20.65,29,6,High,598.85,false
1621-YNCJH,Two year,106.05,36,1,Low,3817.8,false
3473-XIIIT,Month-to-month,100.0,16,8,Critical,1600.0,true
6362-QHAFM,One year,108.3,42,5,High,4548.6,false
7893-IXHRQ,Month-to-month,20.55,1,9,Critical,20.55,true
3070-BDOQC,Two year,99.65,60,3,Medium,5979.0,false
2952-QAYZF,Month-to-month,85.3,5,9,Critical,426.5,true
6234-PFPXL,Month-to-month,95.9,22,5,High,2109.8,false
9824-QCJPK,One year,20.0,36,4,Medium,720.0,false
4763-PGDPO,Month-to-month,70.4,4,9,Critical,281.6,true
4283-IVYCI,Month-to-month,64.95,9,8,Critical,584.55,false
1866-OBPNR,Month-to-month,74.6,1,6,High,74.6,false
8205-MQUGY,Month-to-month,49.2,12,9,Critical,590.4,false
8970-ANWXO,One year,73.75,23,5,High,1696.25,false
9480-BQJEI,One year,92.3,62,1,Low,5722.6,false
5394-SVGJV,Month-to-month,98.8,37,4,Medium,3655.6,true
6979-TNDEU,Month-to-month,19.2,8,8,Critical,153.6,false
9777-WJJPR,Month-to-month,88.65,31,4,Medium,2748.15,false
9283-LZQOH,Month-to-month,74.4,13,5,High,967.2,true
7079-QRCBC,Month-to-month,98.75,24,8,Critical,2370.0,true
9495-SKLKD,Month-to-month,95.95,45,4,Medium,4317.75,false
6048-UWKAL,Two year,105.4,69,0,Low,7272.6,false
5067-DGXLL,Month-to-month,20.25,2,8,Critical,40.5,false
5469-CTCWN,One year,106.0,61,4,Medium,6466.0,true
9851-QXEEQ,Month-to-month,104.7,41,7,Critical,4292.7,true
6281-FKEWS,One year,49.05,44,5,High,2158.2,false
8898-KASCD,One year,35.55,39,4,Medium,1386.45,false
9242-TKFSV,Two year,65.1,72,0,Low,4687.2,false
9290-SHCMB,Month-to-month,96.85,13,8,Critical,1259.05,false
0743-HNPFG,One year,69.75,51,1,Low,3557.25,false
2277-BKJKN,Two year,99.2,71,3,Medium,7043.2,false
9809-IMGCQ,Month-to-month,96.7,22,8,Critical,2127.4,true
5208-HFSBT,Month-to-month,55.05,2,6,High,110.1,true
5035-PGZXH,One year,106.8,56,4,Medium,5980.8,false
8695-WDYEA,Month-to-month,51.25,1,8,Critical,51.25,false
6543-JXSOO,One year,57.75,23,5,High,1328.25,false
8016-ZMGMO,One year,70.85,66,1,Low,4676.1,false
8605-ITULD,Month-to-month,19.55,1,8,Critical,19.55,false
3254-YRILK,Month-to-month,88.2,19,8,Critical,1675.8,true
6416-YJTTB,Month-to-month,79.5,11,6,High,874.5,false
2667-WYLWJ,One year,19.75,8,6,High,158.0,true
4472-VESGY,Month-to-month,98.15,52,3,Medium,5103.8,false
3195-TQDZX,Month-to-month,20.25,3,9,Critical,60.75,false
3128-YOVTD,Month-to-month,79.15,51,3,Medium,4036.65,false
0529-ONKER,Month-to-month,75.65,15,8,Critical,1134.75,true
1728-CXQBE,Month-to-month,94.25,64,6,High,6032.0,false
7041-TXQJH,Month-to-month,40.2,37,4,Medium,1487.4,false
5014-GSOUQ,Two year,19.95,13,4,Medium,259.35,false
5724-BIDBU,One year,55.35,49,4,Medium,2712.15,false
0481-SUMCB,One year,102.15,45,2,Low,4596.75,false
1769-GRUIK,Month-to-month,71.1,18,8,Critical,1279.8,false
5240-IJOQT,Month-to-month,74.7,1,9,Critical,74.7,true
8819-WFGGJ,Two year,54.1,68,0,Low,3678.8,false
7427-AUFPY,Two year,19.65,54,0,Low,1061.1,false
2811-POVEX,Month-to-month,88.45,23,5,High,2034.35,false
1092-GANHU,Month-to-month,76.65,17,8,Critical,1303.05,true
7898-PDWQE,Two year,80.4,71,0,Low,5708.4,false
9972-EWRJS,Two year,19.25,67,0,Low,1289.75,false
9314-IJWSQ,Month-to-month,84.8,14,8,Critical,1187.2,false
0661-XEYAN,Month-to-month,25.8,1,8,Critical,25.8,true
5799-JRCZO,Two year,19.5,63,0,Low,1228.5,false
1921-KYSAY,One year,68.6,41,5,High,2812.6,false
6198-RTPMF,Month-to-month,92.6,17,8,Critical,1574.2,false
2924-KHUVI,One year,100.55,56,4,Medium,5630.8,false
1925-GMVBW,Month-to-month,20.55,5,6,High,102.75,false
7881-EVUAD,Month-to-month,42.6,2,9,Critical,85.2,true
6184-DYUOB,Month-to-month,19.6,3,8,Critical,58.8,false
9207-ZPANB,One year,67.45,37,5,High,2495.65,false
5766-XQXMQ,Month-to-month,68.85,29,4,Medium,1996.65,true
9327-QSDED,Month-to-month,43.55,8,8,Critical,348.4,false
1656-DRSMG,Month-to-month,109.85,63,3,Medium,6920.55,false
3012-VFFMN,Month-to-month,20.65,7,8,Critical,144.55,false
2984-AFWNC,Month-to-month,95.4,3,9,Critical,286.2,false
0640-YJTPY,Two year,21.0,72,0,Low,1512.0,false
8096-LOIST,Month-to-month,56.2,19,8,Critical,1067.8,false
9764-REAFF,Two year,18.4,59,0,Low,1085.6,false
3703-VAVCL,Month-to-month,90.0,2,6,High,180.0,true
7107-UBYKY,Month-to-month,25.75,35,7,Critical,901.25,false
4881-GQJTW,Month-to-month,19.6,14,5,High,274.4,false
8519-QJGJD,Month-to-month,75.35,14,8,Critical,1054.9,true
7876-DNYAP,Two year,19.8,69,0,Low,1366.2,false
7905-NJMXS,Month-to-month,64.2,7,9,Critical,449.4,false
2882-WDTBA,Two year,75.75,69,0,Low,5226.75,false
2091-GPPIQ,Two year,78.95,72,3,Medium,5684.4,false
6326-MTTXK,Month-to-month,100.85,8,9,Critical,806.8,true
5071-FBJFS,Month-to-month,50.3,4,9,Critical,201.2,false
2796-UUZZO,Month-to-month,80.3,63,3,Medium,5058.9,false
2429-AYKKO,Two year,19.85,72,0,Low,1429.2,false
9798-OPFEM,Two year,21.1,46,4,Medium,970.6,false
0330-IVZHA,Month-to-month,69.95,5,9,Critical,349.75,true
3794-NFNCH,Month-to-month,50.0,30,6,High,1500.0,false
5193-QLVZB,Two year,104.75,63,0,Low,6599.25,false
7114-AEOZE,Two year,19.85,60,0,Low,1191.0,false
2886-KEFUM,One year,107.5,63,4,Medium,6772.5,true
5522-NYKPB,Month-to-month,85.9,25,7,Critical,2147.5,false
4237-RLAQD,Month-to-month,45.85,1,8,Critical,45.85,true
9957-YODKZ,Month-to-month,80.8,6,9,Critical,484.8,false
6518-KZXCB,Two year,25.25,22,4,Medium,555.5,false
2245-ADZFJ,Two year,80.55,31,1,Low,2497.05,false
7776-QGYJC,Month-to-month,81.5,39,4,Medium,3178.5,false
9313-QOLTZ,Month-to-month,20.9,26,6,High,543.4,false
9651-GTSAQ,One year,106.1,53,1,Low,5623.3,true
3186-BAXNB,Month-to-month,91.7,1,9,Critical,91.7,true
4672-FOTSD,Month-to-month,67.25,12,9,Critical,807.0,false
0637-YLETY,Month-to-month,95.6,16,5,High,1529.6,true
9818-XQCUV,Month-to-month,20.35,2,8,Critical,40.7,false
7338-ERIVA,One year,45.05,39,2,Low,1756.95,false
1157-BQCUW,Month-to-month,74.95,1,9,Critical,74.95,true
8259-NFJTV,Month-to-month,34.65,7,8,Critical,242.55,false
3223-DWFIO,Month-to-month,69.35,4,9,Critical,277.4,false
2660-EMUBI,Month-to-month,95.35,10,9,Critical,953.5,true
6968-GMKPR,Month-to-month,81.55,55,6,High,4485.25,false
4751-ERMAN,Two year,75.4,72,0,Low,5428.8,false
1436-ZMJAN,Month-to-month,67.8,10,6,High,678.0,false
3292-PBZEJ,Month-to-month,111.4,11,9,Critical,1225.4,false
0799-DDIHE,Month-to-month,46.3,15,8,Critical,694.5,false
3070-FNFZQ,Two year,20.4,23,2,Low,469.2,false
2812-SFXMJ,Month-to-month,20.05,1,8,Critical,20.05,false
7675-OZCZG,Month-to-month,45.0,3,9,Critical,135.0,true
5014-WUQMG,One year,96.1,47,5,High,4516.7,false
5312-TSZVC,One year,19.65,15,5,High,294.75,false
2003-CKLOR,Month-to-month,99.5,66,6,High,6567.0,true
0993-OSGPT,One year,60.65,68,1,Low,4124.2,false
9254-RBFON,One year,98.6,17,3,Medium,1676.2,true
1205-WNWPJ,Month-to-month,59.5,7,8,Critical,416.5,true
9391-EOYLI,Month-to-month,80.45,12,9,Critical,965.4,true
7108-DGVUU,One year,71.7,21,3,Medium,1505.7,false
2782-JEEBU,Month-to-month,36.0,21,7,Critical,756.0,false
5127-BZENZ,One year,65.2,56,1,Low,3651.2,false
2720-FVBQP,Month-to-month,48.95,6,6,High,293.7,false
9906-NHHVC,Two year,53.5,65,0,Low,3477.5,false
4522-XRWWI,One year,80.45,42,2,Low,3378.9,false
3766-EJLFL,Two year,109.05,68,0,Low,7415.4,false
5939-SXWHM,Two year,26.3,48,1,Low,1262.4,false
8152-UOBNY,One year,106.8,50,4,Medium,5340.0,false
7351-KYHQH,Month-to-month,64.95,7,9,Critical,454.65,false
7643-RCHXS,Two year,19.35,63,3,Medium,1219.05,false
8246-SHFGA,Month-to-month,21.1,17,5,High,358.7,false
8387-MOJJT,Month-to-month,77.95,42,4,Medium,3273.9,true
0620-XEFWH,Month-to-month,18.85,4,8,Critical,75.4,false
6485-QXWWE,Two year,26.0,62,0,Low,1612.0,false
2761-OCIAX,Month-to-month,74.7,2,9,Critical,149.4,true
7321-VGNKU,Month-to-month,70.35,2,9,Critical,140.7,false
5327-CNLUQ,Two year,96.9,48,1,Low,4651.2,false
7552-KEYGT,Two year,19.55,27,1,Low,527.85,false
5816-JMLGY,Two year,80.4,70,0,Low,5628.0,false
3068-OMWZA,Month-to-month,88.8,1,9,Critical,88.8,true
2927-QRRQV,One year,94.65,46,5,High,4353.9,false
6032-KRXXO,Month-to-month,90.25,30,7,Critical,2707.5,true
7459-RRWQZ,Month-to-month,64.65,15,5,High,969.75,true
6265-SXWBU,One year,95.75,69,1,Low,6606.75,false
7941-RCJOW,Two year,19.55,65,0,Low,1270.75,false
6374-NTQLP,Two year,104.1,72,0,Low,7495.2,false
4154-AQUGT,Month-to-month,89.05,13,5,High,1157.65,true
2387-KDZQY,One year,20.1,17,5,High,341.7,false
3584-WKTTW,One year,111.55,51,4,Medium,5689.05,false
3399-BMLVW,Two year,60.5,51,0,Low,3085.5,false
1971-DTCZB,Two year,90.95,72,0,Low,6548.4,false
3092-IGHWF,One year,87.4,67,4,Medium,5855.8,true
3374-PZLXD,Month-to-month,19.7,34,6,High,669.8,false
3813-DHBBB,Two year,50.95,67,0,Low,3413.65,false
2812-REYAT,One year,20.05,49,1,Low,982.45,false
6518-PPLMZ,Two year,19.4,53,2,Low,1028.2,false
4939-KYYPY,Month-to-month,59.45,27,7,Critical,1605.15,false
8017-LXHFA,Month-to-month,94.75,23,8,Critical,2179.25,true
5930-GBIWP,Two year,81.5,69,0,Low,5623.5,false
6022-KOUQO,Month-to-month,29.05,2,6,High,58.1,false
6352-TWCAU,Month-to-month,86.45,35,7,Critical,3025.75,true
2361-UPSND,One year,70.6,46,4,Medium,3247.6,false
6035-RIIOM,Two year,97.2,54,0,Low,5248.8,false
2929-QNSRW,One year,98.25,56,4,Medium,5502.0,true
1262-OPMFY,Month-to-month,75.75,9,6,High,681.75,true
9504-DSHWM,Month-to-month,59.2,20,5,High,1184.0,false
5035-BVCXS,Month-to-month,75.9,11,8,Critical,834.9,false
6267-DCFFZ,Month-to-month,90.05,30,7,Critical,2701.5,false
3533-UVMOM,Two year,70.95,68,0,Low,4824.6,false
2439-LYPMQ,Month-to-month,102.6,38,7,Critical,3898.8,false
4248-QPAVC,Month-to-month,85.35,17,5,High,1450.95,true
1899-VXWXM,One year,106.1,48,2,Low,5092.8,true
1478-VPOAD,Month-to-month,43.8,1,9,Critical,43.8,false
9995-HOTOH,Two year,59.0,63,3,Medium,3717.0,false
2988-PLAHS,One year,69.95,3,7,Critical,209.85,false
1371-OJCEK,One year,24.35,48,2,Low,1168.8,false
4999-IEZLT,One year,29.45,66,1,Low,1943.7,false
8883-ANODQ,Two year,84.4,68,0,Low,5739.2,false
4690-LLKUA,Month-to-month,45.05,17,8,Critical,765.85,true
2351-RRBUE,One year,20.65,7,6,High,144.55,false
5980-BDHPY,Two year,87.1,72,0,Low,6271.2,false
1498-DQNRX,Month-to-month,19.85,29,6,High,575.65,false
9469-WEJBT,Month-to-month,90.35,37,7,Critical,3342.95,false
3331-HQDTW,Month-to-month,109.8,34,6,High,3733.2,true
9490-DFPMD,Month-to-month,84.65,42,7,Critical,3555.3,true
2581-VKIRT,One year,65.5,59,3,Medium,3864.5,false
5442-XSDCW,Month-to-month,79.5,11,6,High,874.5,true
7426-WEIJX,Month-to-month,80.95,60,6,High,4857.0,false
2851-MMUTZ,Month-to-month,56.15,27,6,High,1516.05,false
3049-NDXFL,Month-to-month,85.8,1,8,Critical,85.8,true
8580-AECUZ,Month-to-month,79.1,1,9,Critical,79.1,true
3307-TLCUD,Month-to-month,34.4,17,7,Critical,584.8,false
6625-FLENO,Two year,20.75,58,2,Low,1203.5,false
2967-MXRAV,One year,18.8,1,6,High,18.8,false
7963-GQRMY,Month-to-month,44.3,3,8,Critical,132.9,true
8189-HBVRW,Month-to-month,90.8,53,6,High,4812.4,false
4163-KIUHY,Month-to-month,25.6,35,7,Critical,896.0,false
1228-FZFRV,Month-to-month,105.95,50,3,Medium,5297.5,true
3500-NSDOA,Two year,70.8,68,0,Low,4814.4,false
1171-TYKUR,Month-to-month,25.4,47,7,Critical,1193.8,false
3761-FLYZI,Month-to-month,108.8,65,3,Medium,7072.0,false
2058-DCJBE,Month-to-month,69.75,5,9,Critical,348.75,true
5364-XYIRR,Month-to-month,94.65,51,6,High,4827.15,true
4829-AUOAX,Month-to-month,96.05,46,4,Medium,4418.3,true
1219-NNDDO,Month-to-month,76.85,9,9,Critical,691.65,false
8388-DMKAE,Two year,20.25,8,5,High,162.0,false
4403-BWPAY,One year,24.8,14,3,Medium,347.2,false
9659-QEQSY,Month-to-month,115.65,45,7,Critical,5204.25,false
5405-ZMYXQ,Month-to-month,74.6,8,6,High,596.8,false
5047-LHVLY,Month-to-month,50.15,1,8,Critical,50.15,true
1442-OKRJE,One year,103.15,66,1,Low,6807.9,false
4737-AQCPU,Two year,72.1,72,0,Low,5191.2,false
9158-VCTQB,Month-to-month,113.6,41,4,Medium,4657.6,true
2808-CHTDM,Two year,25.1,23,4,Medium,577.3,false
6311-UEUME,Month-to-month,78.9,29,7,Critical,2288.1,true
0793-TWELN,Month-to-month,80.15,4,9,Critical,320.6,false
3283-WCWXT,Two year,25.4,6,5,High,152.4,false
1060-ENTOF,One year,105.4,67,1,Low,7061.8,false
0999-QXNSA,Month-to-month,45.75,7,8,Critical,320.25,false
5451-MHQOF,One year,24.45,56,3,Medium,1369.2,false
4836-WNFNO,Two year,25.0,72,0,Low,1800.0,false
9225-BZLNZ,Two year,85.25,72,3,Medium,6138.0,false
0354-VXMJC,Two year,19.6,23,2,Low,450.8,false
4422-QVIJA,Month-to-month,50.15,35,6,High,1755.25,false
9365-SRSZE,Month-to-month,70.55,27,7,Critical,1904.85,false
6839-ITVZJ,Month-to-month,60.05,26,7,Critical,1561.3,true
8332-OSJDW,One year,26.4,12,6,High,316.8,false
4735-BJKOU,Two year,20.15,40,3,Medium,806.0,false
0274-JKUJR,Month-to-month,58.85,7,8,Critical,411.95,false
5740-YHGTW,Month-to-month,97.55,70,3,Medium,6828.5,false
8917-SZTTJ,Two year,19.65,60,0,Low,1179.0,false
1696-MZVAU,One year,25.25,39,2,Low,984.75,false
7359-WWYJV,Two year,114.45,72,0,Low,8240.4,false
0375-HVGXO,Month-to-month,34.7,1,9,Critical,34.7,true
4906-ZHGPK,One year,70.7,54,4,Medium,3817.8,false
8593-WHYHV,Month-to-month,85.3,3,9,Critical,255.9,true
3795-GWTRD,Two year,75.55,63,0,Low,4759.65,false
1298-PHBTI,Two year,84.8,71,3,Medium,6020.8,false
6223-DHJGV,One year,20.65,42,4,Medium,867.3,false
6961-MJKBO,Two year,20.45,47,1,Low,961.15,false
6097-EQISJ,One year,102.45,66,1,Low,6761.7,true
4423-YLHDV,Month-to-month,104.4,21,5,High,2192.4,true
8158-WPEZG,Month-to-month,35.65,11,9,Critical,392.15,false
0107-YHINA,Month-to-month,99.75,1,9,Critical,99.75,true
4918-FYJNT,Month-to-month,90.45,55,6,High,4974.75,false
0727-BNRLG,Two year,97.65,69,0,Low,6737.85,false
4854-CIDCF,Month-to-month,73.85,3,9,Critical,221.55,false
8640-SDGKB,Month-to-month,74.4,4,9,Critical,297.6,true
3280-MRDOF,Two year,69.1,30,1,Low,2073.0,false
6435-SRWBJ,Month-to-month,82.75,5,9,Critical,413.75,false
9964-WBQDJ,Two year,24.4,71,0,Low,1732.4,false
6303-KFWSL,One year,55.25,29,5,High,1602.25,false
1702-CCFNJ,Month-to-month,61.35,52,3,Medium,3190.2,false
8932-CZHRQ,One year,76.75,68,1,Low,5219.0,false
0386-CWRGM,Two year,19.4,46,3,Medium,892.4,false
5515-RUGKN,Month-to-month,54.75,8,6,High,438.0,false
0404-AHASP,Two year,19.7,72,0,Low,1418.4,false
7279-NMVJC,One year,19.9,17,3,Medium,338.3,false
2081-VEYEH,Month-to-month,107.95,3,9,Critical,323.85,false
6407-UTSLV,Month-to-month,83.8,2,6,High,167.6,false
4116-TZAQJ,Month-to-month,74.25,9,6,High,668.25,true
9060-HJJRW,One year,56.4,51,1,Low,2876.4,false
2587-YNLES,Two year,20.1,6,5,High,120.6,false
7398-SKNQZ,Month-to-month,94.9,3,9,Critical,284.7,false
5935-FCCNB,Month-to-month,94.2,17,8,Critical,1601.4,false
1958-RNRKS,Month-to-month,49.9,30,7,Critical,1497.0,false
5136-RGMZO,Month-to-month,71.05,31,7,Critical,2202.55,false
8345-MVDYC,Two year,81.65,45,1,Low,3674.25,false
8226-BXGES,One year,89.45,64,1,Low,5724.8,false
3877-JRJIP,Month-to-month,59.85,1,9,Critical,59.85,true
8375-DKEBR,Month-to-month,69.6,1,9,Critical,69.6,true
9705-IOVQQ,One year,99.0,61,4,Medium,6039.0,false
1015-OWJKI,Month-to-month,19.05,1,8,Critical,19.05,false
7511-YMXVQ,Month-to-month,45.4,9,9,Critical,408.6,true
2040-XBAVJ,Two year,114.45,72,0,Low,8240.4,false
7551-JOHTI,Month-to-month,19.5,1,8,Critical,19.5,true
8887-IPQNC,Month-to-month,44.25,7,8,Critical,309.75,false
8646-JCOMS,One year,90.55,66,1,Low,5976.3,false
9804-ICWBG,Month-to-month,69.9,1,9,Critical,69.9,true
1222-KJNZD,Month-to-month,20.4,40,4,Medium,816.0,false
0106-GHRQR,Month-to-month,71.4,16,5,High,1142.4,false
5318-IXUZF,Month-to-month,87.15,2,6,High,174.3,true
3768-VHXQO,Two year,24.85,67,0,Low,1664.95,false
8952-WCVCD,One year,104.45,41,2,Low,4282.45,false
2418-TPEUN,Two year,19.8,56,0,Low,1108.8,false
3963-RYFNS,Two year,116.45,72,0,Low,8384.4,false
3198-VELRD,Month-to-month,84.75,3,6,High,254.25,true
8540-ZQGEA,Two year,20.05,54,0,Low,1082.7,false
1320-REHCS,Month-to-month,110.75,52,6,High,5759.0,false
4137-JOPHL,Two year,89.7,50,0,Low,4485.0,false
9436-ZBZCT,Month-to-month,89.95,14,8,Critical,1259.3,true
7801-CEDNV,One year,48.7,27,2,Low,1314.9,false
2057-BOYKM,Two year,96.6,72,0,Low,6955.2,false
3658-QQJYD,One year,74.3,62,1,Low,4606.6,false
1803-BGNBD,Month-to-month,54.3,12,9,Critical,651.6,false
0134-XWXCE,One year,74.85,44,2,Low,3293.4,false
6950-TWMYB,Two year,79.95,54,0,Low,4317.3,false
5848-FHRFC,Two year,20.05,68,0,Low,1363.4,false
2243-FNMMI,Month-to-month,19.4,20,7,Critical,388.0,false
2511-MORQY,One year,54.9,50,1,Low,2745.0,false
5356-KZCKT,Two year,24.45,58,0,Low,1418.1,false
9470-XCCEM,Month-to-month,89.65,35,4,Medium,3137.75,false
6519-CFDBX,Month-to-month,45.4,2,9,Critical,90.8,false
3902-MIVLE,Two year,75.7,63,2,Low,4769.1,false
0409-WTMPL,One year,110.65,58,1,Low,6417.7,false
8763-KIAFH,One year,20.55,27,4,Medium,554.85,false
3669-WHAFY,Two year,115.15,71,0,Low,8175.65,false
3055-VTCGS,One year,58.55,63,1,Low,3688.65,false
3144-KMTWZ,Month-to-month,93.25,71,3,Medium,6620.75,false
7279-BUYWN,Month-to-month,113.2,41,7,Critical,4641.2,true
7156-MHUGY,Month-to-month,90.5,13,8,Critical,1176.5,true
7198-GLXTC,Month-to-month,79.0,2,9,Critical,158.0,true
2007-QVGAW,Two year,19.35,68,0,Low,1315.8,false
5207-PLSTK,Month-to-month,48.75,1,8,Critical,48.75,false
2307-FYNNL,Two year,109.05,65,3,Medium,7088.25,false
5605-XNWEN,Two year,25.0,72,0,Low,1800.0,false
2155-AMQRX,Month-to-month,54.9,28,4,Medium,1537.2,false
6181-AXXYF,Two year,24.75,72,0,Low,1782.0,false
5091-HFAZW,Month-to-month,91.15,2,9,Critical,182.3,false
0516-VRYBW,One year,20.15,18,3,Medium,362.7,true
2519-LBNQL,One year,104.35,60,4,Medium,6261.0,false
8623-ULFNQ,Month-to-month,66.05,26,7,Critical,1717.3,false
8380-PEFPE,Month-to-month,71.65,1,9,Critical,71.65,true
5687-DKDTV,Month-to-month,20.35,4,8,Critical,81.4,true
1568-LJSZU,Two year,92.2,68,0,Low,6269.6,false
7530-HDYDS,Month-to-month,84.25,38,4,Medium,3201.5,true
7789-HKSBS,One year,105.2,42,2,Low,4418.4,false
7416-CKTEP,Two year,19.6,57,0,Low,1117.2,false
2586-CWXVV,Month-to-month,30.4,54,6,High,1641.6,false
3096-IZETN,Month-to-month,78.1,12,6,High,937.2,true
2348-KCJLT,One year,61.5,44,4,Medium,2706.0,false
8401-EMUWF,Month-to-month,69.4,42,4,Medium,2914.8,false
4193-IBKSW,Two year,24.75,72,0,Low,1782.0,false
5377-NDTOU,Two year,91.05,71,2,Low,6464.55,false
5922-ABDVO,Month-to-month,89.65,19,7,Critical,1703.35,true
2474-LCNUE,Month-to-month,73.65,23,5,High,1693.95,false
0839-QNXME,Two year,19.4,30,1,Low,582.0,false
3506-OVLKD,One year,26.2,35,2,Low,917.0,false
9172-ANCRX,Month-to-month,98.7,10,9,Critical,987.0,true
6650-VJONK,Month-to-month,43.85,1,6,High,43.85,false
2178-PMGCJ,Month-to-month,69.7,22,7,Critical,1533.4,false
7492-TAFJD,Two year,38.55,7,5,High,269.85,false
2773-MADBQ,Two year,53.1,36,3,Medium,1911.6,false
6016-LVTJQ,Month-to-month,20.65,34,6,High,702.1,false
7860-KSUGX,Two year,64.45,72,0,Low,4640.4,false
8966-KZXXA,Two year,25.1,36,1,Low,903.6,false
