customerID,Contract,tenure,MonthlyCharges,risk_score,risk_label,Churn
9964-WBQDJ,Two year,71,24.4,0,Low,false
6303-KFWSL,One year,29,55.25,2,Medium,false
1702-CCFNJ,Month-to-month,52,61.35,3,High,false
8932-CZHRQ,One year,68,76.75,1,Medium,false
0386-CWRGM,Two year,46,19.4,1,Medium,false
5515-RUGKN,Month-to-month,8,54.75,6,Critical,false
0404-AHASP,Two year,72,19.7,0,Low,false
7279-NMVJC,One year,17,19.9,3,High,false
2081-VEYEH,Month-to-month,3,107.95,6,Critical,false
6407-UTSLV,Month-to-month,2,83.8,6,Critical,false
4116-TZAQJ,Month-to-month,9,74.25,6,Critical,true
9060-HJJRW,One year,51,56.4,1,Medium,false
2587-YNLES,Two year,6,20.1,3,High,false
7398-SKNQZ,Month-to-month,3,94.9,6,Critical,false
5935-FCCNB,Month-to-month,17,94.2,5,Critical,false
1958-RNRKS,Month-to-month,30,49.9,4,High,false
5136-RGMZO,Month-to-month,31,71.05,4,High,false
8345-MVDYC,Two year,45,81.65,1,Medium,false
8226-BXGES,One year,64,89.45,1,Medium,false
3877-JRJIP,Month-to-month,1,59.85,6,Critical,true
8375-DKEBR,Month-to-month,1,69.6,6,Critical,true
9705-IOVQQ,One year,61,99.0,1,Medium,false
1015-OWJKI,Month-to-month,1,19.05,6,Critical,false
7511-YMXVQ,Month-to-month,9,45.4,6,Critical,true
2040-XBAVJ,Two year,72,114.45,0,Low,false
7551-JOHTI,Month-to-month,1,19.5,6,Critical,true
8887-IPQNC,Month-to-month,7,44.25,6,Critical,false
8646-JCOMS,One year,66,90.55,1,Medium,false
9804-ICWBG,Month-to-month,1,69.9,6,Critical,true
1222-KJNZD,Month-to-month,40,20.4,4,High,false
0106-GHRQR,Month-to-month,16,71.4,5,Critical,false
5318-IXUZF,Month-to-month,2,87.15,6,Critical,true
3768-VHXQO,Two year,67,24.85,0,Low,false
8952-WCVCD,One year,41,104.45,2,Medium,false
2418-TPEUN,Two year,56,19.8,0,Low,false
3963-RYFNS,Two year,72,116.45,0,Low,false
3198-VELRD,Month-to-month,3,84.75,6,Critical,true
8540-ZQGEA,Two year,54,20.05,0,Low,false
1320-REHCS,Month-to-month,52,110.75,3,High,false
4137-JOPHL,Two year,50,89.7,0,Low,false
9436-ZBZCT,Month-to-month,14,89.95,5,Critical,true
7801-CEDNV,One year,27,48.7,2,Medium,false
2057-BOYKM,Two year,72,96.6,0,Low,false
3658-QQJYD,One year,62,74.3,1,Medium,false
1803-BGNBD,Month-to-month,12,54.3,6,Critical,false
0134-XWXCE,One year,44,74.85,2,Medium,false
6950-TWMYB,Two year,54,79.95,0,Low,false
5848-FHRFC,Two year,68,20.05,0,Low,false
2243-FNMMI,Month-to-month,20,19.4,5,Critical,false
2511-MORQY,One year,50,54.9,1,Medium,false
5356-KZCKT,Two year,58,24.45,0,Low,false
9470-XCCEM,Month-to-month,35,89.65,4,High,false
6519-CFDBX,Month-to-month,2,45.4,6,Critical,false
3902-MIVLE,Two year,63,75.7,0,Low,false
0409-WTMPL,One year,58,110.65,1,Medium,false
8763-KIAFH,One year,27,20.55,2,Medium,false
3669-WHAFY,Two year,71,115.15,0,Low,false
3055-VTCGS,One year,63,58.55,1,Medium,false
3144-KMTWZ,Month-to-month,71,93.25,3,High,false
7279-BUYWN,Month-to-month,41,113.2,4,High,true
7156-MHUGY,Month-to-month,13,90.5,5,Critical,true
7198-GLXTC,Month-to-month,2,79.0,6,Critical,true
2007-QVGAW,Two year,68,19.35,0,Low,false
5207-PLSTK,Month-to-month,1,48.75,6,Critical,false
2307-FYNNL,Two year,65,109.05,0,Low,false
5605-XNWEN,Two year,72,25.0,0,Low,false
2155-AMQRX,Month-to-month,28,54.9,4,High,false
6181-AXXYF,Two year,72,24.75,0,Low,false
5091-HFAZW,Month-to-month,2,91.15,6,Critical,false
0516-VRYBW,One year,18,20.15,3,High,true
2519-LBNQL,One year,60,104.35,1,Medium,false
8623-ULFNQ,Month-to-month,26,66.05,4,High,false
8380-PEFPE,Month-to-month,1,71.65,6,Critical,true
5687-DKDTV,Month-to-month,4,20.35,6,Critical,true
1568-LJSZU,Two year,68,92.2,0,Low,false
7530-HDYDS,Month-to-month,38,84.25,4,High,true
7789-HKSBS,One year,42,105.2,2,Medium,false
7416-CKTEP,Two year,57,19.6,0,Low,false
2586-CWXVV,Month-to-month,54,30.4,3,High,false
3096-IZETN,Month-to-month,12,78.1,6,Critical,true
2348-KCJLT,One year,44,61.5,2,Medium,false
8401-EMUWF,Month-to-month,42,69.4,4,High,false
4193-IBKSW,Two year,72,24.75,0,Low,false
5377-NDTOU,Two year,71,91.05,0,Low,false
5922-ABDVO,Month-to-month,19,89.65,5,Critical,true
2474-LCNUE,Month-to-month,23,73.65,5,Critical,false
0839-QNXME,Two year,30,19.4,1,Medium,false
3506-OVLKD,One year,35,26.2,2,Medium,false
9172-ANCRX,Month-to-month,10,98.7,6,Critical,true
6650-VJONK,Month-to-month,1,43.85,6,Critical,false
2178-PMGCJ,Month-to-month,22,69.7,5,Critical,false
7492-TAFJD,Two year,7,38.55,3,High,false
2773-MADBQ,Two year,36,53.1,1,Medium,false
6016-LVTJQ,Month-to-month,34,20.65,4,High,false
7860-KSUGX,Two year,72,64.45,0,Low,false
8966-KZXXA,Two year,36,25.1,1,Medium,false
6910-HADCM,Month-to-month,1,76.35,6,Critical,true
4816-LXZYW,Month-to-month,23,79.15,5,Critical,true
9606-PBKBQ,Month-to-month,32,85.0,4,High,true
5149-QYTTU,One year,71,95.15,1,Medium,false
2070-XYMFH,Month-to-month,23,79.35,5,Critical,false
2085-BOJKI,One year,17,96.65,3,High,false
0817-HSUSE,Month-to-month,1,75.5,6,Critical,false
5442-PPTJY,Two year,12,19.7,3,High,false
1927-QEWMY,Two year,72,20.5,0,Low,false
1663-MHLHE,Month-to-month,1,19.2,6,Critical,false
5663-QBGIS,Two year,72,98.35,0,Low,false
4450-MDZFX,Month-to-month,60,74.35,3,High,false
6701-DHKWQ,Two year,61,51.35,0,Low,false
7554-AKDQF,Month-to-month,6,45.65,6,Critical,false
3536-IQCTX,Month-to-month,32,85.3,4,High,true
4911-BANWH,Month-to-month,31,86.55,4,High,true
8496-EJAUI,Month-to-month,19,73.85,5,Critical,true
0794-YVSGE,Two year,72,20.3,0,Low,false
5423-BHIXO,Month-to-month,32,54.2,4,High,false
6908-VVYHM,Month-to-month,65,90.65,3,High,false
2959-EEXWB,Month-to-month,45,50.9,4,High,false
1839-UMACK,One year,42,25.05,2,Medium,false
3030-YDNRM,Month-to-month,8,74.85,6,Critical,false
7321-KKSDU,Two year,32,20.5,1,Medium,false
3402-XRIUO,Month-to-month,22,63.55,5,Critical,false
3132-TVFDZ,Month-to-month,57,44.85,3,High,true
8286-AFUYI,Month-to-month,1,47.95,6,Critical,false
8080-DDEMJ,Month-to-month,1,45.1,6,Critical,true
8356-WUAOJ,Month-to-month,1,45.0,6,Critical,false
6365-MTGZX,Month-to-month,24,96.0,5,Critical,true
1349-WXNGG,Month-to-month,1,20.05,6,Critical,true
8058-DMYRU,Month-to-month,54,90.05,3,High,false
9350-ZXYJC,Two year,4,25.3,3,High,false
6990-YNRIO,Two year,65,108.65,0,Low,true
8958-JPTRR,One year,56,24.3,1,Medium,false
6959-GQEGV,Month-to-month,45,75.95,4,High,false
3173-WSSUE,Two year,71,19.7,0,Low,false
1265-HVPZB,One year,59,66.4,1,Medium,false
4115-UMJFQ,One year,69,35.75,1,Medium,false
7369-TRPFD,One year,19,18.8,3,High,false
1098-KFQEC,Two year,55,19.4,0,Low,false
7190-XHTWJ,One year,38,19.3,2,Medium,false
0621-TWIEM,Month-to-month,10,45.55,6,Critical,true
3537-RYBHH,Month-to-month,47,67.45,4,High,false
2485-ITVKB,Month-to-month,2,35.1,6,Critical,true
3669-OYSJI,Month-to-month,1,46.2,6,Critical,true
1612-EOHDH,Month-to-month,1,45.15,6,Critical,true
6702-OHFWR,Month-to-month,1,43.3,6,Critical,true
5296-BFCYD,Two year,46,20.1,1,Medium,false
4510-PYUSH,Month-to-month,38,57.15,4,High,true
9359-JANWS,Two year,65,58.9,0,Low,false
7517-SAWMO,Month-to-month,19,73.2,5,Critical,true
4143-HHPMK,Month-to-month,52,85.35,3,High,true
3279-DYZQM,Two year,71,19.45,0,Low,false
7054-LGEQW,Month-to-month,1,45.95,6,Critical,true
0523-VNGTF,Month-to-month,52,50.5,3,High,false
9575-IWCAZ,One year,6,25.1,4,High,false
7105-MXJLL,One year,26,60.7,2,Medium,false
7064-FRRSW,One year,48,99.0,2,Medium,false
7940-UQQUG,One year,64,104.4,1,Medium,false
0923-PNFUB,Month-to-month,3,83.75,6,Critical,true
3961-SXAXY,Month-to-month,1,44.05,6,Critical,false
7010-BRBUU,Two year,72,24.1,0,Low,false
3566-HJGPK,Month-to-month,1,45.55,6,Critical,false
3062-ICYZQ,Month-to-month,51,93.8,3,High,false
9938-PRCVK,Two year,41,19.7,1,Medium,false
0973-KYVNF,Two year,72,70.65,0,Low,false
5129-HHMZC,Two year,43,86.45,1,Medium,false
9637-CDTKZ,Two year,72,114.1,0,Low,false
3946-JEWRQ,One year,47,95.2,2,Medium,false
7873-CVMAW,Two year,72,88.55,0,Low,false
0463-WZZKO,Month-to-month,3,20.75,6,Critical,false
3494-JCHRQ,Month-to-month,1,70.05,6,Critical,true
6474-FVJLC,Month-to-month,2,86.0,6,Critical,true
4524-QCSSM,Month-to-month,26,44.65,4,High,false
5832-EXGTT,Month-to-month,29,60.2,4,High,false
8840-DQLGN,Month-to-month,35,100.5,4,High,true
2039-JONDJ,One year,27,55.45,2,Medium,false
7217-JYHOQ,Month-to-month,24,70.3,5,Critical,false
6695-FRVEC,Two year,67,60.4,0,Low,false
4547-LYTDD,Month-to-month,16,72.65,5,Critical,true
9894-QMIMJ,One year,23,55.8,3,High,false
8069-YQQAJ,Month-to-month,14,31.1,5,Critical,false
6770-XUAGN,Month-to-month,1,21.0,6,Critical,true
4193-ORFCL,Month-to-month,1,45.1,6,Critical,true
1636-NTNCO,Month-to-month,4,50.95,6,Critical,false
3466-WAESX,Month-to-month,16,69.1,5,Critical,false
9281-PKKZE,Month-to-month,46,43.95,4,High,false
3638-VBZTA,Two year,68,86.5,0,Low,false
7459-IMVYU,Month-to-month,38,69.95,4,High,false
7776-QWNFX,Month-to-month,30,50.4,4,High,true
6689-TCZHQ,Month-to-month,5,78.95,6,Critical,true
8563-OYMQY,Month-to-month,17,90.95,5,Critical,false
0754-EEBDC,Two year,4,19.9,3,High,false
5777-ZPQNC,One year,12,20.15,4,High,false
1951-IEYXM,Two year,72,90.6,0,Low,false
3318-NMQXL,Month-to-month,3,92.0,6,Critical,false
3143-ILDAL,Month-to-month,56,94.45,3,High,true
1022-RKXDR,One year,41,24.85,2,Medium,false
2361-FJWNO,One year,40,36.0,2,Medium,false
2272-UOINI,Month-to-month,7,78.5,6,Critical,false
8232-UTFOZ,Two year,69,19.95,0,Low,false
3750-YHRYO,One year,7,20.65,4,High,false
6637-KYRCV,Month-to-month,5,30.5,6,Critical,false
5668-MEISB,Two year,72,106.1,0,Low,false
0129-QMPDR,One year,44,20.5,2,Medium,false
7188-CBBBA,One year,65,95.5,1,Medium,false
5356-CSVSQ,Month-to-month,3,64.6,6,Critical,false
3221-CJMSG,Month-to-month,24,51.1,5,Critical,false
4720-VSTSI,Month-to-month,44,84.8,4,High,true
3219-JQRSL,Two year,72,89.1,0,Low,false
2801-NISEI,Month-to-month,24,54.95,5,Critical,false
3946-MHCZW,Month-to-month,1,50.9,6,Critical,true
4623-ZKHLY,Month-to-month,22,20.45,5,Critical,false
6732-VAILE,Two year,70,85.95,0,Low,false
8201-AAXCB,Month-to-month,25,60.35,4,High,false
7696-CFTAT,Two year,37,19.8,1,Medium,false
1845-CSBRZ,Month-to-month,22,85.35,5,Critical,false
2123-VSCOT,Two year,59,72.1,0,Low,false
6651-AZVTJ,Month-to-month,49,99.8,3,High,true
4566-GOLUK,Month-to-month,47,107.35,4,High,true
2484-DGXPZ,Month-to-month,31,19.55,4,High,true
2018-QKYGT,Month-to-month,1,81.05,6,Critical,false
2792-VPPET,Month-to-month,3,20.5,6,Critical,false
7409-JURKQ,One year,53,111.8,1,Medium,false
3247-MHJKM,Month-to-month,1,20.2,6,Critical,false
1964-SVLEA,One year,20,19.7,3,High,false
4587-NUKOX,Month-to-month,3,79.1,6,Critical,true
7297-DVYGA,One year,51,19.85,1,Medium,false
2239-CGBUZ,One year,51,60.5,1,Medium,false
0854-UYHZD,Two year,13,19.55,2,Medium,false
7243-LCGGZ,Month-to-month,1,20.9,6,Critical,false
8267-KFGYD,Month-to-month,1,21.05,6,Critical,false
4890-VMUAV,One year,63,71.5,1,Medium,false
9261-WDCAF,Month-to-month,3,54.65,6,Critical,false
3764-MNMOI,Two year,46,19.2,1,Medium,false
7442-YGZFK,Month-to-month,1,49.8,6,Critical,false
0420-BWTPW,Month-to-month,8,25.5,6,Critical,true
8229-BUJHX,Two year,71,20.5,0,Low,false
7449-HVPIV,Month-to-month,55,90.4,3,High,false
5504-WSIUR,One year,70,90.25,1,Medium,false
8183-ONMXC,Month-to-month,2,80.75,6,Critical,true
8466-PZBLH,Two year,67,104.6,0,Low,false
9614-RMGHA,Month-to-month,65,91.85,3,High,true
8735-IJJEG,Month-to-month,14,50.2,5,Critical,false
0564-MUUQK,Month-to-month,20,95.5,5,Critical,false
5054-IEXZT,Month-to-month,1,75.35,6,Critical,true
5834-ASPWA,Month-to-month,1,75.45,6,Critical,true
0701-RFGFI,Month-to-month,49,95.4,3,High,false
0019-EFAEP,Two year,72,101.3,0,Low,false
5619-PTMIK,Month-to-month,46,53.1,4,High,false
3737-XBQDD,Month-to-month,24,84.85,5,Critical,false
5882-CMAZQ,Month-to-month,5,34.25,6,Critical,false
5846-QFDFI,Month-to-month,33,88.6,4,High,false
4445-KWOKW,One year,42,60.15,2,Medium,false
3511-APPBJ,One year,23,99.95,3,High,false
7967-HYCDE,Month-to-month,8,70.7,6,Critical,false
2430-RRYUW,One year,66,54.8,1,Medium,false
3948-XHGNA,Month-to-month,24,49.55,5,Critical,true
3723-BFBGR,Month-to-month,24,54.8,5,Critical,false
0565-IYCGT,One year,69,78.6,1,Medium,true
5447-WZAFP,One year,53,100.3,1,Medium,false
5110-CHOPY,Two year,60,53.6,0,Low,false
5445-UTODQ,Month-to-month,7,81.1,6,Critical,true
4425-OWHWB,One year,20,19.35,3,High,false
7892-QVYKW,Month-to-month,23,85.6,5,Critical,false
9675-ICXCT,Two year,72,80.8,0,Low,false
1024-VRZHF,Month-to-month,11,74.95,6,Critical,true
4703-MQYKT,Two year,21,19.6,2,Medium,false
9497-QCMMS,Month-to-month,1,93.55,6,Critical,true
5692-ICXLW,Month-to-month,31,90.7,4,High,false
0602-DDUML,Two year,57,69.75,0,Low,false
2208-MPXIO,Two year,45,20.0,1,Medium,false
1960-UYCNN,Month-to-month,10,95.25,6,Critical,false
0348-SDKOL,Month-to-month,58,102.1,3,High,true
3190-FZATL,Month-to-month,14,19.95,5,Critical,false
7336-RLLRH,One year,27,80.85,2,Medium,false
4373-MAVJG,Month-to-month,14,90.9,5,Critical,true
8901-HJXTF,Month-to-month,12,29.2,6,Critical,true
7710-JSYOA,Two year,69,93.3,0,Low,false
5419-KLXBN,Month-to-month,25,89.15,4,High,true
3424-NMNBO,One year,58,108.85,1,Medium,true
9885-MFVSU,Two year,35,46.35,1,Medium,false
4514-GFCFI,Month-to-month,16,84.75,5,Critical,true
0607-MVMGC,One year,45,78.75,2,Medium,false
3365-SAIGS,Month-to-month,17,83.55,5,Critical,false
9828-AOQLM,Month-to-month,1,45.7,6,Critical,true
8022-BECSI,One year,22,19.6,3,High,false
8000-REIQB,Month-to-month,1,69.95,6,Critical,true
9993-LHIEB,Two year,67,67.85,0,Low,false
0266-CLZKZ,Two year,67,105.65,0,Low,false
7615-ESMYF,Month-to-month,2,44.6,6,Critical,true
3858-VOBET,Month-to-month,23,74.95,5,Critical,true
7020-OZKXZ,Month-to-month,9,75.5,6,Critical,false
3977-QCRSL,Month-to-month,5,20.15,6,Critical,false
0017-DINOC,Two year,54,45.2,0,Low,false
1447-PJGGA,Two year,57,95.25,0,Low,true
8565-CLBZW,Month-to-month,24,89.85,5,Critical,true
9139-WQQDY,One year,49,100.45,1,Medium,true
0224-HJAPT,Month-to-month,5,47.15,6,Critical,true
8086-OVPWV,Month-to-month,2,80.2,6,Critical,true
9430-FRQOC,Month-to-month,4,87.1,6,Critical,true
7639-OPLNG,Two year,70,79.25,0,Low,false
3074-GQWYX,Month-to-month,5,75.9,6,Critical,true
1492-QGCLU,Month-to-month,53,85.7,3,High,false
6845-RGTYS,Month-to-month,47,98.75,4,High,true
7328-OWMOM,One year,31,20.1,2,Medium,false
4418-LZMSV,Month-to-month,13,61.8,5,Critical,false
5155-AZQPB,Month-to-month,28,49.9,4,High,false
8861-HGGKB,Month-to-month,10,86.45,6,Critical,true
1087-GRUYI,Two year,38,20.4,1,Medium,false
7065-YUNRY,Month-to-month,1,45.3,6,Critical,true
7694-VLBWQ,One year,67,104.1,1,Medium,true
2546-KZAAT,One year,52,75.4,1,Medium,false
0181-RITDD,Two year,62,108.15,0,Low,false
5989-PGKJB,Month-to-month,16,86.25,5,Critical,false
4795-KTRTH,Month-to-month,5,81.0,6,Critical,true
8272-ONJLV,One year,12,95.7,4,High,false
1488-PBLJN,Two year,72,116.85,0,Low,false
0308-GIQJT,One year,71,105.75,1,Medium,false
3778-FOAQW,One year,24,20.15,3,High,false
4452-ROHMO,Two year,15,19.6,2,Medium,false
6481-OGDOO,One year,67,90.6,1,Medium,true
3090-LETTY,Month-to-month,2,60.95,6,Critical,false
5349-AZPEW,Month-to-month,5,25.05,6,Critical,false
3753-TSEMP,Month-to-month,15,88.15,5,Critical,true
8305-VHZBZ,Month-to-month,1,20.2,6,Critical,true
9720-JJJOR,One year,41,60.3,2,Medium,false
8100-HZZLJ,Month-to-month,43,63.95,4,High,false
8775-ERLNB,Month-to-month,1,74.3,6,Critical,false
8309-IEYJD,Month-to-month,1,70.6,6,Critical,false
9172-JITSM,Month-to-month,26,90.8,4,High,true
6298-QDFNH,Month-to-month,22,79.35,5,Critical,true
7398-HPYZQ,Two year,71,90.55,0,Low,false
3546-GHEAE,Two year,7,19.45,3,High,false
7361-YPXFS,Month-to-month,28,64.45,4,High,false
6557-BZXLQ,Month-to-month,16,69.65,5,Critical,false
2550-QHZGP,One year,7,19.5,4,High,false
7519-JTWQH,Two year,69,110.5,0,Low,false
2538-OIMXF,Month-to-month,1,24.7,6,Critical,false
8543-MSDMF,Month-to-month,3,77.4,6,Critical,false
9961-JBNMK,Month-to-month,21,96.8,5,Critical,true
1170-SASML,Month-to-month,69,85.4,3,High,false
4872-JCVCA,Two year,71,47.6,0,Low,false
5346-BZCHP,Two year,69,19.4,0,Low,false
2038-LLMLM,Month-to-month,48,103.85,4,High,false
6173-ITPWD,Month-to-month,47,83.35,4,High,true
9734-UYXQI,Month-to-month,2,49.4,6,Critical,true
1216-BGTSP,Month-to-month,45,108.45,4,High,false
4138-NAXED,Month-to-month,51,81.0,3,High,false
2189-UXTKY,Month-to-month,22,79.2,5,Critical,true
0744-BIKKF,Two year,72,86.65,0,Low,false
7483-IQWIB,Month-to-month,37,92.95,4,High,false
5248-KWLAR,Two year,71,90.35,0,Low,false
4958-GZWIY,Month-to-month,7,48.7,6,Critical,true
7996-MHXLW,Two year,66,25.15,0,Low,false
7833-PKIHD,One year,51,76.4,1,Medium,false
7061-OVMIM,One year,30,19.55,2,Medium,false
5153-RTHKF,Month-to-month,34,85.35,4,High,false
1852-QSWCD,Two year,64,24.8,0,Low,false
4832-VRBMR,One year,65,103.15,1,Medium,false
9079-LWTFD,Month-to-month,47,100.75,4,High,false
6356-ELRKD,Month-to-month,1,95.6,6,Critical,true
8624-GIOUT,Month-to-month,49,59.75,3,High,true
3392-EHMNK,Two year,67,94.1,0,Low,false
5986-WWXDV,One year,39,19.35,2,Medium,false
3061-BCKYI,Month-to-month,14,19.9,5,Critical,false
6179-GJPSO,Month-to-month,43,108.15,4,High,true
7901-TBKJX,Month-to-month,56,101.05,3,High,false
7228-PAQPD,One year,14,59.1,3,High,false
3177-LASXD,Month-to-month,1,71.35,6,Critical,true
7746-QYVCO,One year,16,55.85,3,High,false
5804-HYIEZ,Month-to-month,70,106.05,3,High,false
9919-FZDED,Two year,72,84.1,0,Low,false
5934-TSSAU,Month-to-month,23,75.3,5,Critical,false
3486-KHMLI,Month-to-month,21,24.7,5,Critical,false
4897-QSUYC,Month-to-month,1,20.15,6,Critical,true
1084-UQCHV,Month-to-month,1,69.75,6,Critical,true
8290-YWKHZ,Month-to-month,32,93.2,4,High,true
2955-BJZHG,Month-to-month,17,80.85,5,Critical,true
3806-DXQOM,Month-to-month,4,33.65,6,Critical,true
6784-XYJAE,One year,36,55.8,2,Medium,false
3933-DQPWX,Two year,50,39.7,0,Low,false
6661-EIPZC,Month-to-month,48,29.5,4,High,false
8957-THMOA,Two year,50,20.15,0,Low,false
2251-PYLPB,Two year,72,79.55,0,Low,false
5555-RNPGT,Month-to-month,10,24.8,6,Critical,false
1057-FOGLZ,Month-to-month,18,19.65,5,Critical,false
9300-RENDD,Month-to-month,1,79.95,6,Critical,true
0761-AETCS,Month-to-month,1,19.3,6,Critical,true
8087-LGYHQ,Month-to-month,9,94.05,6,Critical,false
4137-BTIKL,Month-to-month,2,90.75,6,Critical,false
2190-BCXEC,Month-to-month,40,78.85,4,High,false
6227-FBDXH,One year,69,99.5,1,Medium,false
2153-MREFK,One year,37,99.2,2,Medium,true
2911-WDXMV,Month-to-month,18,80.55,5,Critical,false
7206-PQBBZ,Month-to-month,11,70.2,6,Critical,false
3106-ULWFW,Month-to-month,8,85.2,6,Critical,true
0925-VYDLG,Month-to-month,3,75.25,6,Critical,true
4547-FZJWE,One year,55,59.45,1,Medium,false
7422-WNBTY,Month-to-month,33,93.35,4,High,false
0842-IWYCP,Month-to-month,46,44.95,4,High,false
3521-HTQTV,Two year,34,26.1,1,Medium,false
3744-ZBHON,Month-to-month,3,20.2,6,Critical,false
3373-DIUUN,Two year,30,21.25,1,Medium,false
8383-SGHJU,One year,33,59.4,2,Medium,false
7607-QKKTJ,One year,45,95.0,2,Medium,false
7707-PYBBH,Month-to-month,40,61.9,4,High,false
8984-HPEMB,Two year,71,118.65,0,Low,false
4349-GFQHK,Month-to-month,1,54.35,6,Critical,true
4139-DETXS,Two year,72,64.45,0,Low,false
9779-DPNEJ,Month-to-month,22,80.15,5,Critical,false
9805-FILKB,One year,46,20.2,2,Medium,false
5793-YOLJN,Two year,55,21.0,0,Low,false
0673-IGUQO,Month-to-month,1,20.45,6,Critical,false
4123-FCVCB,One year,12,75.85,4,High,false
8819-IMISP,Month-to-month,31,80.45,4,High,false
7802-EFKNY,Month-to-month,5,24.95,6,Critical,true
8311-UEUAB,Two year,67,75.5,0,Low,false
5858-EAFCZ,Month-to-month,1,44.45,6,Critical,false
8035-BUYVG,One year,40,42.35,2,Medium,true
1163-ONYEY,Month-to-month,41,74.55,4,High,false
9787-XVQIU,Month-to-month,1,75.3,6,Critical,true
8945-MUQUF,One year,51,94.8,1,Medium,true
5656-MJEFC,Two year,42,48.15,1,Medium,false
6082-OQFBA,One year,23,19.65,3,High,false
8051-HJRLT,Month-to-month,1,70.55,6,Critical,true
8974-OVACP,Month-to-month,1,20.15,6,Critical,false
4010-YLMVT,Month-to-month,56,106.6,3,High,false
1379-FRVEB,Month-to-month,15,91.0,5,Critical,false
8612-GXIDD,Two year,12,25.4,3,High,false
6288-CHQJB,Two year,54,69.95,0,Low,false
8160-HOWOX,Month-to-month,7,66.85,6,Critical,false
3023-GFLBR,Month-to-month,33,86.15,4,High,true
6648-INWPS,Month-to-month,16,20.15,5,Critical,false
4223-BKEOR,One year,21,64.85,3,High,false
4079-VTGLK,Two year,30,74.85,1,Medium,false
1763-WQFUK,Month-to-month,3,50.5,6,Critical,false
1391-UBDAR,Month-to-month,11,72.9,6,Critical,false
8894-JVDCV,One year,62,115.05,1,Medium,false
2023-VQFDL,Month-to-month,18,19.0,5,Critical,false
1345-GKDZZ,Month-to-month,6,19.55,6,Critical,false
2014-MKGMH,One year,46,101.1,2,Medium,false
5628-FCGYG,Month-to-month,21,84.1,5,Critical,false
2560-WBWXF,Two year,68,24.15,0,Low,false
0248-IPDFW,Month-to-month,1,50.1,6,Critical,false
7978-DKUQH,Month-to-month,25,74.6,4,High,false
4335-UPJSI,Two year,24,19.75,2,Medium,false
0524-IAVZO,Month-to-month,30,85.0,4,High,true
2737-YNGYW,Month-to-month,2,80.55,6,Critical,true
1784-EZDKJ,One year,51,106.8,1,Medium,false
9297-FVVDH,Two year,57,84.5,0,Low,false
8007-YYPWD,Two year,15,25.05,2,Medium,false
7101-HRBLJ,Two year,72,83.7,0,Low,false
5159-YFPKQ,Month-to-month,2,75.8,6,Critical,true
6635-CPNUN,Month-to-month,28,96.6,4,High,false
4021-RQSNY,Month-to-month,29,98.5,4,High,true
5453-YBTWV,Two year,70,101.1,0,Low,false
5039-LZRQT,One year,13,20.2,3,High,false
2931-VUVJN,One year,59,94.05,1,Medium,false
9061-TIHDA,Month-to-month,13,95.25,5,Critical,true
8699-ASUFO,Month-to-month,7,74.4,6,Critical,true
6418-PIQSP,Two year,62,81.0,0,Low,false
8220-OCUFY,One year,21,60.25,3,High,false
3995-WFCSM,Month-to-month,2,60.85,6,Critical,false
1895-QTKDO,Month-to-month,1,43.95,6,Critical,false
2038-OEQZH,Month-to-month,4,86.05,6,Critical,false
1178-PZGAB,One year,19,20.25,3,High,false
7927-AUXBZ,Month-to-month,30,85.15,4,High,true
2626-VEEWG,Two year,67,19.4,0,Low,false
2878-RMWXY,Two year,72,102.65,0,Low,false
1657-DYMBM,Two year,53,19.9,0,Low,false
7311-MQJCH,One year,5,19.55,4,High,false
7375-WMVMT,Two year,71,95.5,0,Low,false
1136-XGEQU,One year,50,84.15,1,Medium,false
2530-FMFXO,Two year,56,103.2,0,Low,false
6844-DZKRF,Month-to-month,2,50.2,6,Critical,false
4695-WJZUE,Month-to-month,2,88.55,6,Critical,true
7619-ODSGN,Month-to-month,24,54.75,5,Critical,true
5970-GHJAW,Two year,46,19.95,1,Medium,false
8879-XUAHX,Two year,71,116.25,0,Low,false
3689-MOZGR,Month-to-month,29,31.2,4,High,false
4195-PNGZS,Two year,69,24.45,0,Low,false
5003-XZWWO,Two year,71,84.2,0,Low,false
3988-RQIXO,Month-to-month,1,91.3,6,Critical,true
7622-FWGEW,Two year,56,85.65,0,Low,false
6922-NCEDI,One year,56,21.2,1,Medium,false
2514-GINMM,Month-to-month,1,79.5,6,Critical,true
9891-NQDBD,One year,28,25.55,2,Medium,false
6131-IUNXN,Month-to-month,19,20.2,5,Critical,false
8548-AWOFC,Month-to-month,66,63.85,3,High,false
9798-DRYDS,One year,17,61.95,3,High,false
8532-UEFWH,Two year,52,25.75,0,Low,false
6296-DDOOR,One year,19,58.2,3,High,false
7951-VRDVK,One year,36,85.85,2,Medium,false
5931-FLJJF,Month-to-month,7,70.1,6,Critical,true
4815-YOSUK,One year,72,104.9,1,Medium,false
2659-VXMWZ,One year,67,111.3,1,Medium,true
0380-NEAVX,One year,34,99.85,2,Medium,false
3207-OYBWH,Month-to-month,57,95.25,3,High,true
4285-GYRQC,Month-to-month,7,86.25,6,Critical,true
7216-EWTRS,Month-to-month,1,100.8,6,Critical,true
4365-MSDYN,Month-to-month,8,19.55,6,Critical,false
7036-TYDEC,Two year,69,104.0,0,Low,false
5802-ADBRC,One year,50,104.4,1,Medium,false
8076-FEZKJ,One year,10,19.5,4,High,false
