customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,charge_band,ChurnInt
6281-FKEWS,Female,No,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,49.05,2265.0,false,25-48 months,Medium ($35-65),0
8898-KASCD,Male,No,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,No,Mailed check,35.55,1309.15,false,25-48 months,Medium ($35-65),0
0743-HNPFG,Female,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),69.75,3562.5,false,49+ months,High ($65-90),0
5035-PGZXH,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.8,5914.4,false,49+ months,Premium (>$90),0
6543-JXSOO,Female,No,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Mailed check,57.75,1282.85,false,13-24 months,Medium ($35-65),0
8016-ZMGMO,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),70.85,4738.85,false,49+ months,High ($65-90),0
2667-WYLWJ,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.75,145.0,true,0-12 months,Low (<$35),1
5724-BIDBU,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Electronic check,55.35,2633.95,false,49+ months,Medium ($35-65),0
0481-SUMCB,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),102.15,4735.35,false,25-48 months,Premium (>$90),0
1921-KYSAY,Female,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Electronic check,68.6,2877.05,false,25-48 months,High ($65-90),0
2924-KHUVI,Male,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,100.55,5514.95,false,49+ months,Premium (>$90),0
9207-ZPANB,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Electronic check,67.45,2443.3,false,25-48 months,High ($65-90),0
2886-KEFUM,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,107.5,6873.75,true,49+ months,Premium (>$90),1
9651-GTSAQ,Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),106.1,5769.75,true,49+ months,Premium (>$90),1
7338-ERIVA,Male,No,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,No,Bank transfer (automatic),45.05,1790.6,false,25-48 months,Medium ($35-65),0
5014-WUQMG,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,96.1,4391.45,false,25-48 months,Premium (>$90),0
5312-TSZVC,Female,No,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,270.6,false,13-24 months,Low (<$35),0
0993-OSGPT,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),60.65,3975.9,false,49+ months,Medium ($35-65),0
9254-RBFON,Female,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),98.6,1704.95,true,13-24 months,Premium (>$90),1
7108-DGVUU,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,No,Bank transfer (automatic),71.7,1497.05,false,13-24 months,High ($65-90),0
5127-BZENZ,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Bank transfer (automatic),65.2,3512.15,false,49+ months,High ($65-90),0
4522-XRWWI,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Credit card (automatic),80.45,3375.9,false,25-48 months,High ($65-90),0
8152-UOBNY,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,106.8,5347.95,false,49+ months,Premium (>$90),0
2927-QRRQV,Male,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,94.65,4312.5,false,25-48 months,Premium (>$90),0
6265-SXWBU,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Credit card (automatic),95.75,6511.25,false,49+ months,Premium (>$90),0
2387-KDZQY,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.1,279.5,false,13-24 months,Low (<$35),0
3584-WKTTW,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,111.55,5720.35,false,49+ months,Premium (>$90),0
3092-IGHWF,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,87.4,5918.8,true,49+ months,High ($65-90),1
2812-REYAT,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.05,923.1,false,49+ months,Low (<$35),0
2361-UPSND,Female,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,70.6,3231.05,false,25-48 months,High ($65-90),0
2929-QNSRW,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,98.25,5508.35,true,49+ months,Premium (>$90),1
1899-VXWXM,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),106.1,5082.8,true,25-48 months,Premium (>$90),1
2988-PLAHS,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,69.95,220.45,false,0-12 months,High ($65-90),0
1371-OJCEK,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.35,1133.7,false,25-48 months,Low (<$35),0
4999-IEZLT,Male,No,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,No,Credit card (automatic),29.45,1983.15,false,49+ months,Low (<$35),0
2351-RRBUE,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.65,134.05,false,0-12 months,Low (<$35),0
2581-VKIRT,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,65.5,3801.3,false,49+ months,High ($65-90),0
2967-MXRAV,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.8,18.8,false,0-12 months,Low (<$35),0
4403-BWPAY,Male,No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.8,321.7,false,13-24 months,Low (<$35),0
1442-OKRJE,Male,No,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.15,7031.3,false,49+ months,Premium (>$90),0
1060-ENTOF,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),105.4,7035.6,false,49+ months,Premium (>$90),0
5451-MHQOF,Male,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.45,1431.65,false,49+ months,Low (<$35),0
8332-OSJDW,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,26.4,314.95,false,0-12 months,Low (<$35),0
1696-MZVAU,Male,No,Yes,Yes,39,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.25,947.75,false,25-48 months,Low (<$35),0
4906-ZHGPK,Male,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Electronic check,70.7,3770.0,false,49+ months,High ($65-90),0
6223-DHJGV,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.65,958.1,false,25-48 months,Low (<$35),0
6097-EQISJ,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),102.45,6615.15,true,49+ months,Premium (>$90),1
6303-KFWSL,Female,No,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Electronic check,55.25,1620.2,false,25-48 months,Medium ($35-65),0
8932-CZHRQ,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Credit card (automatic),76.75,5233.25,false,49+ months,High ($65-90),0
7279-NMVJC,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.9,323.15,false,13-24 months,Low (<$35),0
9060-HJJRW,Female,No,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),56.4,2928.5,false,49+ months,Medium ($35-65),0
8226-BXGES,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),89.45,5692.65,false,49+ months,High ($65-90),0
9705-IOVQQ,Male,Yes,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,99.0,5969.3,false,49+ months,Premium (>$90),0
8646-JCOMS,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),90.55,6130.95,false,49+ months,Premium (>$90),0
8952-WCVCD,Female,No,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),104.45,4162.05,false,25-48 months,Premium (>$90),0
7801-CEDNV,Male,No,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),48.7,1421.75,false,25-48 months,Medium ($35-65),0
3658-QQJYD,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),74.3,4698.05,false,49+ months,High ($65-90),0
0134-XWXCE,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),74.85,3268.05,false,25-48 months,High ($65-90),0
2511-MORQY,Male,No,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Bank transfer (automatic),54.9,2614.1,false,49+ months,Medium ($35-65),0
0409-WTMPL,Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),110.65,6526.65,false,49+ months,Premium (>$90),0
8763-KIAFH,Female,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.55,583.3,false,25-48 months,Low (<$35),0
3055-VTCGS,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Credit card (automatic),58.55,3503.5,false,49+ months,Medium ($35-65),0
0516-VRYBW,Female,No,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.15,390.85,true,13-24 months,Low (<$35),1
2519-LBNQL,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.35,6339.45,false,49+ months,Premium (>$90),0
7789-HKSBS,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.2,4599.15,false,25-48 months,Premium (>$90),0
2348-KCJLT,Female,No,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Mailed check,61.5,2722.2,false,25-48 months,Medium ($35-65),0
3506-OVLKD,Male,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),26.2,954.9,false,25-48 months,Low (<$35),0
5149-QYTTU,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),95.15,6770.85,false,49+ months,Premium (>$90),0
2085-BOJKI,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),96.65,1588.25,false,13-24 months,Premium (>$90),0
1839-UMACK,Male,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,25.05,949.85,false,25-48 months,Low (<$35),0
8958-JPTRR,Female,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,24.3,1261.7,false,49+ months,Low (<$35),0
1265-HVPZB,Male,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Credit card (automatic),66.4,3958.2,false,49+ months,High ($65-90),0
4115-UMJFQ,Male,No,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),35.75,2492.25,false,49+ months,Medium ($35-65),0
7369-TRPFD,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.8,279.2,false,13-24 months,Low (<$35),0
7190-XHTWJ,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.3,755.5,false,25-48 months,Low (<$35),0
9575-IWCAZ,Male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.1,171.0,false,0-12 months,Low (<$35),0
7105-MXJLL,Female,Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Mailed check,60.7,1597.4,false,25-48 months,Medium ($35-65),0
7064-FRRSW,Male,Yes,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.0,4744.35,false,25-48 months,Premium (>$90),0
7940-UQQUG,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.4,6721.6,false,49+ months,Premium (>$90),0
3946-JEWRQ,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),95.2,4563.0,false,25-48 months,Premium (>$90),0
2039-JONDJ,Male,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),55.45,1477.65,false,25-48 months,Medium ($35-65),0
9894-QMIMJ,Female,No,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,No,Bank transfer (automatic),55.8,1327.85,false,13-24 months,Medium ($35-65),0
5777-ZPQNC,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.15,260.7,false,0-12 months,Low (<$35),0
1022-RKXDR,Female,No,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.85,962.25,false,25-48 months,Low (<$35),0
2361-FJWNO,Male,No,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,Credit card (automatic),36.0,1382.9,false,25-48 months,Medium ($35-65),0
3750-YHRYO,Male,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.65,150.0,false,0-12 months,Low (<$35),0
0129-QMPDR,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.5,865.05,false,25-48 months,Low (<$35),0
7188-CBBBA,Female,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,95.5,6153.85,false,49+ months,Premium (>$90),0
7409-JURKQ,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),111.8,5809.75,false,49+ months,Premium (>$90),0
1964-SVLEA,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,415.9,false,13-24 months,Low (<$35),0
7297-DVYGA,Female,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.85,996.95,false,49+ months,Low (<$35),0
2239-CGBUZ,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),60.5,3145.15,false,49+ months,Medium ($35-65),0
4890-VMUAV,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Electronic check,71.5,4576.3,false,49+ months,High ($65-90),0
5504-WSIUR,Female,No,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),90.25,6385.95,false,49+ months,Premium (>$90),0
4445-KWOKW,Female,No,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),60.15,2421.6,false,25-48 months,Medium ($35-65),0
3511-APPBJ,Male,No,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),99.95,2292.75,false,13-24 months,Premium (>$90),0
2430-RRYUW,Male,No,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,54.8,3465.7,false,49+ months,Medium ($35-65),0
0565-IYCGT,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),78.6,5356.45,true,49+ months,High ($65-90),1
5447-WZAFP,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Mailed check,100.3,5200.8,false,49+ months,Premium (>$90),0
4425-OWHWB,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.35,433.75,false,13-24 months,Low (<$35),0
7336-RLLRH,Male,No,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Mailed check,80.85,2204.35,false,25-48 months,High ($65-90),0
3424-NMNBO,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,108.85,6287.25,true,49+ months,Premium (>$90),1
0607-MVMGC,Male,No,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),78.75,3600.65,false,25-48 months,High ($65-90),0
8022-BECSI,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.6,422.5,false,13-24 months,Low (<$35),0
9139-WQQDY,Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Mailed check,100.45,4941.8,true,49+ months,Premium (>$90),1
7328-OWMOM,Female,No,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.1,589.25,false,25-48 months,Low (<$35),0
7694-VLBWQ,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,104.1,7040.85,true,49+ months,Premium (>$90),1
2546-KZAAT,Male,No,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,75.4,3865.45,false,49+ months,High ($65-90),0
8272-ONJLV,Male,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,95.7,1184.0,false,0-12 months,Premium (>$90),0
0308-GIQJT,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),105.75,7382.85,false,49+ months,Premium (>$90),0
3778-FOAQW,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.15,456.85,false,13-24 months,Low (<$35),0
6481-OGDOO,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),90.6,6056.15,true,49+ months,Premium (>$90),1
9720-JJJOR,Male,No,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),60.3,2511.3,false,25-48 months,Medium ($35-65),0
2550-QHZGP,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,128.6,false,0-12 months,Low (<$35),0
7833-PKIHD,Male,No,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),76.4,3966.3,false,49+ months,High ($65-90),0
7061-OVMIM,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.55,608.5,false,25-48 months,Low (<$35),0
4832-VRBMR,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.15,6792.45,false,49+ months,Premium (>$90),0
5986-WWXDV,Male,No,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.35,779.2,false,25-48 months,Low (<$35),0
7228-PAQPD,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,No,Credit card (automatic),59.1,772.85,false,13-24 months,Medium ($35-65),0
7746-QYVCO,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,55.85,857.8,false,13-24 months,Medium ($35-65),0
6784-XYJAE,Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Electronic check,55.8,1941.5,false,25-48 months,Medium ($35-65),0
6227-FBDXH,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),99.5,6841.45,false,49+ months,Premium (>$90),0
2153-MREFK,Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Electronic check,99.2,3754.6,true,25-48 months,Premium (>$90),1
4547-FZJWE,Male,No,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Credit card (automatic),59.45,3157.0,false,49+ months,Medium ($35-65),0
8383-SGHJU,Female,No,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Electronic check,59.4,1952.8,false,25-48 months,Medium ($35-65),0
7607-QKKTJ,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),95.0,4368.85,false,25-48 months,Premium (>$90),0
9805-FILKB,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.2,845.6,false,25-48 months,Low (<$35),0
4123-FCVCB,Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Mailed check,75.85,854.45,false,0-12 months,High ($65-90),0
8035-BUYVG,Male,No,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes,Electronic check,42.35,1716.45,true,25-48 months,Medium ($35-65),1
8945-MUQUF,Male,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.8,4837.6,true,49+ months,Premium (>$90),1
6082-OQFBA,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,436.9,false,13-24 months,Low (<$35),0
4223-BKEOR,Female,No,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Mailed check,64.85,1336.8,false,13-24 months,Medium ($35-65),0
8894-JVDCV,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.05,7133.45,false,49+ months,Premium (>$90),0
2014-MKGMH,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.1,4674.4,false,25-48 months,Premium (>$90),0
1784-EZDKJ,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),106.8,5498.8,false,49+ months,Premium (>$90),0
5039-LZRQT,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,273.25,false,13-24 months,Low (<$35),0
2931-VUVJN,Female,Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Electronic check,94.05,5483.9,false,49+ months,Premium (>$90),0
8220-OCUFY,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Electronic check,60.25,1258.35,false,13-24 months,Medium ($35-65),0
1178-PZGAB,Female,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.25,383.65,false,13-24 months,Low (<$35),0
7311-MQJCH,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.55,99.6,false,0-12 months,Low (<$35),0
1136-XGEQU,Female,No,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),84.15,4164.4,false,49+ months,High ($65-90),0
6922-NCEDI,Male,No,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,21.2,1238.65,false,49+ months,Low (<$35),0
9891-NQDBD,Female,No,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.55,672.2,false,25-48 months,Low (<$35),0
9798-DRYDS,Female,No,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Yes,Mailed check,61.95,1070.7,false,13-24 months,Medium ($35-65),0
6296-DDOOR,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,No,Electronic check,58.2,1045.25,false,13-24 months,Medium ($35-65),0
7951-VRDVK,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),85.85,3003.55,false,25-48 months,High ($65-90),0
4815-YOSUK,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),104.9,7537.5,false,49+ months,Premium (>$90),0
2659-VXMWZ,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,111.3,7482.1,true,49+ months,Premium (>$90),1
0380-NEAVX,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,99.85,3343.15,false,25-48 months,Premium (>$90),0
